20;23;23;24;24;22;22;23;20;20;22;22;22;22;23;22;23;23;22;23;23;22;23;24;22;23;23;24;24;24;24;24;23;23;22;22;22;22;24;24;23;24;23;23;24;23;23;24;24;24;24;24;24;24;23;24;24;24;24;24;24;23;23;24;24;24;24;24;24;24;24;24;24;24;24;24;24;24;24;24;24;24;24;24
19;19;20;22;23;24;24;23;22;22;20;23;22;23;23;20;22;22;22;23;23;23;23;23;23;22;23;24;23;24;23;24;23;23;22;22;23;23;23;24;24;23;23;23;23;24;23;24;24;24;24;24;24;23;24;24;24;24;24;24;23;23;22;23;24;24;24;24;24;24;24;24;24;24;24;24;24;24;24;24;24;24;24;24
19;17;17;17;20;22;24;24;24;23;23;22;23;20;22;20;20;22;22;22;23;23;23;22;24;22;22;23;23;23;23;23;23;23;23;20;23;24;24;24;23;23;24;24;23;24;24;24;24;23;24;24;24;24;23;24;24;24;24;24;23;23;22;23;24;24;24;24;24;24;24;24;24;24;24;24;24;24;24;24;24;24;24;24
19;19;17;19;19;19;23;24;24;23;22;22;22;22;22;23;23;23;23;23;23;23;23;23;24;23;23;22;24;23;23;23;23;23;23;22;22;24;24;24;23;24;24;24;24;23;23;24;24;23;24;24;24;24;24;24;23;24;24;24;23;23;24;23;24;24;24;24;24;24;24;24;24;24;24;24;24;24;24;24;24;24;24;24
19;17;19;19;22;23;24;24;24;23;22;23;20;20;22;23;23;23;24;24;23;24;24;24;23;23;23;24;23;23;23;23;23;22;23;24;23;24;23;23;23;24;24;24;24;24;23;22;23;24;23;24;24;23;24;24;23;24;24;23;23;23;23;23;24;24;24;24;24;24;24;24;24;24;24;24;24;24;24;24;24;24;24;24
20;20;22;23;23;23;24;23;22;23;22;22;19;16;22;22;23;23;24;24;23;23;24;24;23;24;22;22;23;24;23;24;23;23;23;24;23;23;23;23;24;24;24;24;24;24;24;22;24;24;24;24;24;24;23;23;23;23;24;24;23;22;23;23;24;24;24;24;24;24;24;24;24;24;24;24;24;24;24;24;24;24;24;24
23;24;23;23;22;23;23;23;20;23;20;20;22;22;23;23;23;24;23;24;24;23;23;24;24;23;22;23;22;24;24;24;23;24;23;23;23;23;24;24;24;24;24;23;23;22;22;23;23;23;24;24;24;24;23;23;22;23;23;23;24;23;23;23;23;24;24;24;24;24;24;24;24;24;24;24;24;24;24;24;24;24;24;24
24;24;22;22;23;23;22;22;23;22;23;22;24;24;23;23;23;23;24;24;24;23;23;24;24;23;23;23;23;22;23;24;22;22;23;24;24;23;24;24;24;23;22;22;19;19;20;22;22;23;24;24;24;24;23;20;20;22;20;22;23;23;23;23;23;24;24;24;24;24;24;24;24;24;24;24;24;24;24;24;24;24;24;24
23;24;23;23;22;24;24;23;23;22;24;24;24;23;23;23;22;22;24;24;24;24;23;23;23;24;23;23;23;22;24;24;23;22;22;24;24;24;24;23;22;22;20;20;22;20;23;23;22;23;24;24;24;23;20;20;20;19;20;20;22;24;23;23;22;24;24;24;24;24;24;24;24;24;24;24;24;24;24;24;24;24;24;24
22;23;24;23;22;23;23;23;24;24;24;24;24;23;24;23;23;23;23;23;24;24;24;23;23;23;24;24;24;23;23;24;22;22;22;23;24;24;23;22;20;22;23;24;24;24;23;23;22;22;23;23;24;22;22;23;22;22;22;20;20;22;24;23;22;24;24;24;24;24;24;24;24;24;24;24;24;24;24;24;24;24;24;24
22;22;23;23;24;23;24;24;23;22;22;23;24;24;24;24;23;23;23;24;24;24;24;24;24;24;24;24;24;23;24;23;20;22;22;22;24;24;23;22;23;23;24;23;23;23;23;23;23;20;23;23;23;24;22;23;24;24;24;22;22;20;19;23;24;23;24;24;24;24;24;24;24;24;24;24;24;24;24;24;24;24;24;24
20;22;23;24;24;23;22;22;20;22;23;23;24;24;24;24;23;23;24;24;24;24;24;24;24;24;24;23;23;24;23;23;22;19;22;23;23;24;24;24;24;23;24;23;23;23;23;23;24;23;23;23;22;23;23;23;22;22;23;23;24;24;22;19;23;24;24;24;24;24;24;24;24;24;24;24;24;24;24;24;24;24;24;24
22;23;24;23;22;22;19;20;22;22;22;23;24;24;24;24;22;22;23;24;24;23;23;24;24;24;24;23;23;24;22;22;22;22;22;23;24;23;24;24;24;24;24;24;23;22;23;22;22;23;23;22;24;24;22;16;9;4;4;12;15;20;24;23;22;23;24;24;24;24;24;24;24;24;24;24;24;24;24;24;24;24;24;24
23;24;24;22;22;20;20;20;20;22;23;23;24;24;24;24;24;22;23;23;23;23;23;24;24;23;24;24;22;23;24;22;22;22;23;23;23;23;23;24;24;23;23;23;24;23;23;22;23;23;23;24;24;20;13;1;1;1;1;1;1;1;9;19;24;24;24;24;24;24;24;24;24;24;24;24;24;24;24;24;24;24;24;24
23;24;24;22;22;22;20;20;20;22;22;23;24;24;24;24;24;22;22;22;22;23;24;24;23;24;24;24;23;22;24;23;22;23;24;24;23;24;23;22;24;24;23;24;24;24;24;24;24;24;23;20;16;9;4;4;4;4;1;1;1;1;1;1;9;22;24;24;24;24;24;24;24;24;24;24;24;24;24;24;24;24;24;24
24;24;24;24;23;22;20;20;20;20;24;24;24;24;23;23;23;22;19;22;23;22;22;23;23;22;23;23;23;23;24;24;23;23;23;23;23;23;23;23;23;23;23;24;24;24;24;24;22;20;15;9;4;7;7;7;4;4;4;1;1;1;1;1;1;4;22;24;24;24;24;24;24;24;24;24;24;24;24;24;24;24;24;24
24;24;24;24;23;23;22;22;22;23;24;24;24;23;23;23;23;22;20;23;22;19;20;24;24;22;20;22;23;23;24;23;23;23;23;23;23;22;23;23;23;23;23;24;24;24;22;20;16;12;12;9;9;9;9;7;7;4;4;4;1;1;1;1;1;1;9;23;24;24;24;24;24;24;24;24;24;24;24;24;24;24;24;24
24;24;24;24;24;23;22;23;24;24;24;24;24;23;24;23;23;22;22;22;20;23;23;20;23;24;23;23;24;23;23;23;23;23;23;22;23;23;23;23;24;23;24;23;23;20;17;16;13;13;13;12;12;9;9;9;7;7;4;7;4;1;1;1;1;1;1;17;24;24;24;24;24;24;24;24;24;24;24;24;24;24;24;24
22;23;24;24;24;24;24;24;23;23;24;24;23;24;24;23;23;22;20;23;22;22;23;22;23;22;23;24;23;23;23;23;23;23;23;23;23;23;23;23;23;23;23;22;20;17;16;15;15;15;13;13;12;12;9;9;9;7;7;4;4;4;1;1;1;1;1;1;22;24;24;24;24;24;24;24;24;24;24;24;24;24;24;24
22;22;23;23;24;24;23;24;23;22;24;24;24;23;22;23;23;23;22;23;22;20;24;24;23;22;23;24;23;23;23;23;23;23;23;23;23;23;23;24;23;23;22;19;19;17;16;16;15;15;15;13;13;12;12;9;9;9;7;4;4;1;1;1;1;1;1;1;16;24;24;24;24;24;24;24;24;24;24;24;24;24;24;24
23;22;20;20;22;23;22;24;23;22;23;24;23;24;22;23;24;23;22;23;24;24;24;24;22;23;24;24;23;24;23;23;23;23;23;23;23;24;23;23;23;22;20;19;19;17;16;16;15;15;15;13;13;13;13;12;12;12;9;7;7;4;1;1;1;1;1;1;4;23;24;24;24;24;24;24;24;24;24;24;24;24;24;24
20;22;19;19;22;22;22;23;24;23;22;24;24;23;23;24;24;23;23;24;24;24;23;22;23;24;23;24;23;24;23;23;23;24;23;23;24;23;23;23;22;20;20;19;19;17;16;16;15;15;15;13;15;13;13;13;12;12;13;12;12;9;9;4;1;1;1;1;1;20;24;24;24;24;24;24;24;24;24;24;24;24;24;24
20;23;22;22;20;20;22;23;24;24;24;22;23;24;23;23;24;24;23;24;24;24;23;22;23;24;24;23;24;23;23;24;23;23;23;23;23;23;23;23;22;22;20;19;17;17;16;16;16;15;15;15;15;15;15;13;15;13;15;15;15;13;12;7;4;1;1;1;1;19;24;24;24;24;24;24;24;24;24;24;24;24;24;24
24;24;23;22;24;23;22;23;24;24;23;23;23;23;22;22;23;24;24;24;24;24;22;23;23;23;23;23;23;23;23;23;23;23;23;23;23;22;23;22;22;22;20;19;19;17;16;16;16;16;15;16;15;15;15;15;16;16;16;16;16;15;13;12;9;4;1;1;1;19;24;24;24;24;24;24;24;24;24;24;24;24;24;24
23;23;24;23;24;23;23;23;23;24;24;24;23;22;22;23;24;24;24;24;24;24;22;23;23;23;23;23;23;22;23;22;23;23;23;23;23;22;22;22;22;20;19;19;17;17;16;16;16;16;16;16;16;16;16;16;17;17;17;17;17;16;15;13;12;7;4;1;1;17;24;24;24;24;24;24;24;24;24;24;24;24;24;24
23;24;23;24;23;24;24;24;23;23;23;22;23;23;23;24;24;24;24;24;23;24;23;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;20;20;19;17;17;16;16;16;16;16;16;17;17;17;17;17;19;19;19;19;19;17;16;15;13;12;7;4;1;17;24;24;24;24;24;24;24;24;24;24;24;24;24;24
22;24;23;24;24;23;23;23;22;22;23;22;23;23;24;24;24;24;23;23;24;23;22;22;20;20;20;20;19;19;20;20;20;20;22;20;22;22;22;22;20;19;19;17;16;17;16;16;16;16;17;17;19;17;19;19;19;19;20;19;19;19;17;16;15;12;9;7;1;19;24;24;24;24;24;24;24;24;24;24;24;24;24;24
23;24;24;23;22;20;22;20;22;22;22;23;23;24;24;24;23;24;24;22;23;22;20;19;19;19;17;19;19;19;19;19;20;20;20;20;20;20;22;20;19;17;17;17;16;16;16;17;16;17;17;19;19;19;19;20;20;20;20;20;20;20;19;17;15;13;12;7;1;20;24;24;24;24;24;24;24;24;24;24;24;24;24;24
22;22;20;20;22;20;22;22;22;23;24;23;24;24;23;24;24;23;24;23;20;19;19;19;17;17;16;17;16;17;17;19;19;20;19;20;20;20;20;19;19;17;17;16;17;16;16;17;17;17;19;19;19;20;19;20;20;20;20;20;20;20;19;17;16;13;12;7;7;23;24;24;24;24;24;24;24;24;24;24;24;24;24;24
22;22;20;22;22;22;22;24;24;23;24;24;23;24;24;23;24;24;23;23;19;17;17;16;16;16;16;16;16;16;17;17;17;19;19;20;19;20;19;17;17;17;16;16;16;16;17;17;17;19;19;19;20;19;20;20;20;22;22;20;20;20;19;17;16;13;13;4;12;24;24;24;24;24;24;24;24;24;24;24;24;24;24;24
22;20;23;23;22;24;23;22;24;23;23;23;23;24;24;23;23;24;23;17;17;16;16;16;15;15;15;15;16;16;16;17;17;17;19;20;20;19;19;17;17;16;16;16;16;16;17;17;19;19;19;19;20;22;23;23;23;24;24;23;20;20;20;17;16;15;12;1;13;24;24;24;24;24;24;24;24;24;24;24;24;24;24;24
