5;5;5;5;5;5;3;3;5;5;5;5;5;5;5;5;3;5;3;5;5;5;5;5;7;5;5;7;5;7;5;7;7;7;7;7;7;7;5;5;5;3;3;2;3;2;3;3;3;3;3;5;3;3;3;3;3;5;3;5;3;3;3;3;2;2;2;2;2;3;3;3;3;5;5;5;5;5;5;5;3;5;5;5;5;3;3;3;2;2;2;2;2;3;2;3;2;2;3;3;2;3;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2
5;5;5;3;5;3;5;5;5;5;5;5;5;5;5;5;5;5;3;5;5;5;5;7;5;5;7;5;7;7;7;7;7;9;7;7;7;5;7;5;5;3;3;3;3;3;3;3;3;5;5;5;5;5;3;5;5;5;5;5;3;3;3;3;2;3;3;3;3;3;3;5;3;5;5;5;5;5;5;5;5;5;5;5;5;3;3;3;2;3;2;2;2;2;2;2;2;2;3;3;2;3;3;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2
5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;7;5;7;5;7;7;7;9;7;9;9;7;9;7;7;7;5;5;5;5;5;3;3;3;5;3;5;5;5;7;5;5;5;5;5;5;5;5;3;3;3;3;2;2;2;2;3;2;2;3;3;5;5;5;5;5;5;5;5;5;5;5;5;5;3;3;3;3;3;3;2;3;2;2;3;2;2;3;3;2;2;2;2;2;2;2;2;2;4;2;2;2;2;2;2;2
5;5;5;5;3;5;3;5;5;5;5;5;5;5;5;5;5;5;5;5;5;7;7;7;7;7;7;7;7;9;9;9;7;9;7;7;7;7;9;7;5;5;5;3;3;3;3;3;5;5;5;5;5;5;5;5;5;5;5;3;3;3;2;2;2;2;2;3;3;5;3;5;5;7;7;7;5;5;5;5;5;7;5;5;5;5;5;5;3;3;3;2;3;2;3;2;3;2;3;3;3;2;2;2;2;2;2;2;2;4;2;2;2;2;2;2;2;2
5;5;5;5;5;5;3;3;5;5;5;5;5;5;5;5;5;5;5;5;7;7;5;7;7;7;7;9;7;9;9;7;10;9;10;9;10;10;10;12;10;10;10;9;10;9;5;5;3;5;5;5;5;5;5;5;5;3;5;3;2;2;2;3;2;2;5;7;9;9;10;10;10;12;10;10;10;10;7;7;7;5;5;5;5;5;5;3;5;5;3;3;3;3;3;2;3;3;2;3;2;3;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2
5;5;5;5;3;5;3;5;5;5;5;5;5;5;7;5;5;5;7;7;5;7;7;7;7;9;9;9;9;9;9;10;10;10;10;12;12;12;12;12;13;12;12;12;12;10;10;10;5;5;5;7;5;5;5;5;5;5;3;2;2;2;3;5;5;9;10;10;10;12;10;12;12;12;12;12;12;12;12;10;10;7;7;5;5;7;5;5;5;5;5;5;3;3;3;3;3;2;3;3;3;2;2;2;2;3;2;2;2;2;2;2;2;2;2;2;2;2
5;5;5;5;5;5;5;5;5;5;7;7;5;5;7;5;5;5;7;7;7;7;7;9;9;9;7;10;7;10;10;12;12;12;13;13;13;13;13;12;12;12;12;13;12;10;10;12;10;7;10;7;5;5;5;5;5;3;3;3;3;5;9;10;10;10;12;12;12;12;12;12;12;12;12;12;12;12;12;13;12;12;10;9;7;7;7;5;5;5;5;5;5;3;3;3;3;3;3;3;3;3;2;2;2;3;2;2;2;2;2;2;2;2;2;2;2;2
5;5;5;5;5;5;5;5;5;5;7;5;5;5;5;5;7;7;7;7;7;9;9;9;9;9;10;7;10;12;13;13;14;13;13;13;13;13;12;12;12;13;12;12;12;10;10;12;12;10;5;10;10;5;5;5;5;5;5;10;10;9;10;10;10;10;12;12;10;10;12;12;12;12;12;13;13;12;12;12;12;13;13;12;10;10;7;5;5;7;5;5;5;3;3;3;3;3;3;3;2;3;2;2;3;3;2;2;2;2;2;2;2;2;2;2;2;2
5;5;5;5;5;5;5;5;5;7;5;7;7;7;7;5;7;7;7;7;9;9;7;10;9;9;10;10;13;13;14;13;13;13;12;13;13;13;13;12;12;13;13;12;12;12;12;10;12;9;10;12;10;5;10;3;5;10;7;10;10;10;10;12;10;12;12;10;10;12;12;12;12;12;13;12;12;12;12;12;13;12;12;13;12;12;12;10;7;7;7;7;5;5;5;3;3;3;3;3;3;3;3;3;2;2;3;2;2;2;2;2;2;2;2;2;2;2
5;5;5;5;5;5;5;7;5;7;5;7;5;7;5;7;7;7;9;9;9;10;9;10;7;10;12;14;14;13;13;13;13;13;13;13;13;12;13;13;13;12;13;13;12;13;12;12;13;10;10;10;2;10;9;5;10;12;10;12;10;12;12;10;10;12;12;12;12;12;12;12;12;12;12;12;12;12;12;12;13;12;13;12;13;13;12;12;10;10;9;9;7;7;5;5;5;3;3;5;3;3;3;3;2;2;2;2;2;2;2;2;2;2;2;2;2;2
5;5;5;5;5;5;5;7;5;7;7;7;7;7;7;7;7;9;7;9;9;7;10;10;10;13;14;14;13;13;13;13;13;13;13;12;13;13;13;13;13;13;13;13;13;13;13;13;13;12;12;10;12;13;10;8;10;10;13;10;9;12;12;11;13;10;11;13;13;12;12;12;13;12;12;13;13;12;12;12;13;12;13;13;12;13;13;14;13;13;12;9;7;7;5;5;5;3;5;3;5;3;3;3;3;2;2;2;2;2;2;2;2;2;2;2;2;2
5;5;7;7;5;5;7;7;7;7;5;7;7;7;7;7;7;9;10;9;10;10;10;12;14;14;14;14;13;13;12;13;12;13;13;13;14;13;13;13;14;14;13;14;14;13;13;13;13;14;13;13;12;13;12;9;11;9;12;11;12;12;11;13;13;11;12;12;12;12;12;13;12;13;13;12;12;12;12;12;13;12;13;12;13;13;13;13;13;13;13;12;10;9;7;5;5;5;3;3;3;3;3;3;3;3;2;2;2;2;2;2;2;2;2;2;2;2
5;5;7;5;7;5;7;5;7;7;7;7;7;7;7;7;9;9;9;9;10;10;12;13;14;14;13;13;13;13;13;13;13;13;13;13;13;13;13;14;14;14;13;13;14;14;14;14;14;13;13;12;10;13;12;12;12;11;12;13;11;13;13;12;13;12;13;13;12;13;12;13;12;13;13;12;13;12;13;13;13;13;13;13;12;12;13;13;14;13;13;13;13;12;9;5;3;3;5;3;3;5;3;3;3;3;2;2;2;2;2;2;2;2;2;2;2;2
7;7;5;7;7;7;7;7;7;7;7;5;7;7;7;9;9;10;10;10;10;13;14;14;14;13;13;14;13;13;14;13;13;13;14;13;14;14;14;14;14;14;13;14;14;14;14;14;14;13;13;14;12;12;13;11;11;12;14;14;11;11;12;12;14;14;13;12;12;13;13;12;13;12;12;13;12;13;13;13;14;13;13;13;12;13;13;12;13;13;13;14;13;13;12;9;5;8;5;3;3;5;5;5;5;3;3;2;3;2;2;2;2;2;2;2;2;2
7;7;7;7;7;7;7;7;7;7;7;7;7;9;9;9;7;9;10;12;13;14;14;14;14;14;13;13;14;13;14;13;14;13;14;14;13;14;13;14;14;14;14;14;14;14;13;14;14;14;14;14;13;14;14;12;13;14;13;13;13;13;13;14;13;13;13;11;12;14;12;13;13;13;13;14;12;13;13;14;13;13;13;13;13;13;13;13;13;13;14;13;13;13;13;12;9;7;8;5;3;3;5;7;3;3;3;3;3;3;3;3;2;2;2;2;2;2
7;7;7;7;7;7;7;7;7;7;7;9;9;9;9;9;9;10;12;13;13;14;14;14;14;13;13;14;13;14;13;14;13;14;14;14;13;14;14;14;14;14;14;14;14;14;14;14;14;14;14;13;13;13;12;12;11;11;13;13;13;14;13;13;12;12;14;13;14;13;12;13;12;13;13;12;13;13;14;12;13;14;13;14;13;13;13;13;13;13;13;13;13;14;13;13;13;10;7;5;8;5;7;7;5;3;3;3;3;3;2;3;2;2;3;2;2;3
7;7;7;7;7;7;7;9;7;7;7;9;9;9;9;9;10;12;13;14;14;14;14;14;13;14;13;14;14;14;14;14;13;14;14;14;14;13;14;14;14;14;14;14;14;14;14;14;14;14;14;14;14;14;13;12;9;11;13;14;13;13;14;13;14;14;13;14;14;14;14;13;13;14;13;12;14;13;13;13;13;14;14;12;13;14;13;14;13;13;13;13;13;13;14;13;13;12;10;7;7;3;7;7;5;3;3;3;3;3;3;3;3;2;2;2;2;3
