1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;3;6;8;14;18;14;14;14;14;12;12;9;9;12;9;6;5;6;5;6;5;6;5;6;6;3;6;9;6;9;14;14;6;3;3;5;6;6;12;14;3;6;6;6;6;6;6;6;6;6;8;8;6;6;5;3;3;3;5;5;6;6;6;5;6;5;3;5;5;5;6;6;6;6;6;6;6;8;8;8;9;9;9;9;9;9;12;18;18;17;12;12;12;12;9;9;9;9;8;9;8;8;8;8;8;8;8;8;8;8;8;6;8;6;8;6;8;6;6;8;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;8;8;8;9;13;15;15;15;15;15;15;16;15;15;16;16;16;16;16;16;16;16;16;20;16;20;20;20;20;20;20;20;20;21;20;21;21;21;21;21;21;21
1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;2;5;8;14;14;14;14;14;12;12;9;9;9;9;9;5;3;3;5;6;3;5;5;6;6;2;6;9;6;9;14;12;9;3;2;3;3;5;9;18;5;3;5;6;5;5;6;3;3;6;6;6;5;6;3;3;3;3;3;3;5;5;5;5;3;3;3;3;5;6;6;5;6;6;6;6;8;8;8;9;9;9;9;12;9;12;9;14;22;18;14;14;12;12;12;12;9;9;9;9;8;9;8;8;8;8;8;8;8;8;8;8;8;6;8;8;6;8;8;8;8;8;8;6;8;6;8;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;8;8;10;13;15;15;15;15;15;15;15;15;15;15;15;15;15;15;16;16;16;16;16;20;16;20;20;20;20;20;20;20;21;20;21;21;21;21;21;21
1;1;2;2;1;2;2;1;2;1;2;1;1;1;2;1;1;1;2;6;8;12;18;9;12;14;12;12;9;12;12;12;12;8;5;6;6;6;5;6;6;6;6;2;6;9;8;9;9;12;14;6;2;3;3;6;8;14;8;3;6;3;6;6;3;5;3;3;6;6;5;6;3;3;3;3;3;5;6;6;6;5;3;3;3;6;6;6;6;6;6;6;6;8;8;9;9;9;12;12;12;12;12;12;12;12;24;22;18;18;18;14;14;14;14;12;12;12;12;9;12;9;9;9;9;9;9;9;9;8;9;9;8;9;9;9;9;9;9;9;9;9;8;9;10;8;8;8;8;8;8;8;8;8;6;8;8;8;8;8;8;8;8;9;13;15;15;15;15;15;15;15;15;15;15;15;16;16;15;16;15;16;20;16;20;16;20;20;20;20;20;20;21;20;21;21;21;21;21;21
1;1;2;1;2;1;1;2;1;2;1;2;1;2;1;1;2;1;1;5;8;12;18;8;12;18;9;12;9;12;12;12;12;8;8;8;6;6;6;6;6;6;5;3;6;9;6;9;9;9;14;8;3;2;5;8;8;12;8;3;5;3;6;5;3;6;6;3;3;6;6;6;6;3;3;3;3;6;5;6;5;5;3;5;6;6;6;6;6;6;8;6;8;8;8;9;12;12;12;12;12;12;12;12;12;12;18;22;22;22;18;22;18;18;18;18;14;14;12;14;12;12;12;12;12;12;12;9;12;9;12;12;12;12;9;12;12;9;12;12;12;12;12;12;9;9;12;9;9;9;9;8;9;8;9;9;8;8;8;8;8;8;8;10;15;15;15;15;15;15;15;15;15;15;16;15;16;15;16;23;16;20;16;20;16;20;20;20;20;20;20;21;20;21;21;21;21;21;21;21
1;1;2;2;1;2;1;2;1;2;1;1;2;1;2;1;1;1;2;5;8;12;18;10;12;14;8;12;12;12;12;14;12;8;8;8;8;8;6;6;6;6;3;3;6;9;8;9;12;8;12;9;3;3;5;8;8;9;8;3;6;5;6;3;6;5;6;3;3;6;6;6;3;3;3;3;3;5;6;5;6;5;3;5;6;6;8;8;6;8;6;8;8;8;8;9;12;14;14;14;14;12;12;12;12;12;17;24;22;18;22;18;22;22;18;24;18;18;18;18;18;18;14;14;14;14;14;14;14;14;14;12;14;14;14;14;17;14;17;14;18;14;14;14;14;14;14;12;14;12;12;12;12;12;12;9;12;9;9;9;8;10;9;9;15;15;15;15;15;15;15;15;15;15;15;15;15;16;15;16;15;16;16;23;20;16;20;20;20;20;20;20;20;21;20;21;21;21;21;21
1;1;2;1;2;1;2;1;2;1;2;1;2;1;1;2;1;1;2;6;8;12;14;9;14;14;9;12;12;12;14;14;14;8;8;8;8;6;6;8;8;6;5;3;6;8;8;8;12;8;12;9;6;3;3;8;8;9;8;5;6;6;3;3;6;6;6;6;6;6;8;6;3;3;3;3;3;6;6;5;3;3;3;6;6;8;8;8;8;6;8;8;8;8;8;9;9;12;14;18;14;14;14;12;12;12;12;22;22;22;22;22;18;22;22;18;22;22;18;22;18;18;22;18;22;18;22;18;18;18;18;18;18;18;18;18;18;18;22;18;22;18;18;18;18;18;18;18;14;17;14;14;14;14;14;14;14;14;14;12;14;12;14;16;16;15;15;15;15;15;15;15;15;15;15;16;16;15;16;16;23;16;20;16;16;20;20;20;20;20;20;20;21;20;21;21;21;21;21;21
1;1;2;1;2;1;2;1;2;1;2;1;2;1;2;1;2;1;2;6;8;12;12;9;14;14;14;14;12;12;12;14;18;9;9;8;8;8;6;8;6;3;6;5;6;9;12;6;9;9;8;8;8;3;3;8;8;8;8;6;6;6;3;3;6;6;6;3;6;6;8;6;3;3;3;3;6;6;6;5;6;3;5;6;6;6;8;8;8;8;6;8;8;8;8;8;8;9;12;14;18;14;14;14;12;12;12;18;24;22;18;22;22;18;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;18;22;18;22;18;18;18;18;18;18;18;18;18;18;18;18;21;18;20;15;13;15;15;15;15;16;15;15;15;15;15;23;15;15;16;16;16;16;20;16;20;20;20;20;20;20;20;21;20;21;21;21;21;21
1;1;2;2;1;2;1;2;1;2;1;2;1;2;1;1;2;1;5;6;10;9;9;12;12;14;14;14;14;14;12;14;18;14;8;8;8;8;6;8;6;6;6;3;6;9;14;6;9;12;8;6;9;8;3;6;8;8;9;6;6;5;3;6;6;3;6;6;6;6;8;6;3;3;6;6;6;6;6;3;3;3;6;6;6;8;6;8;8;8;8;8;8;8;8;9;9;8;8;12;14;18;14;14;14;12;12;16;22;22;22;24;24;24;24;22;22;22;18;22;22;18;22;18;22;18;22;18;22;18;22;22;22;18;22;22;22;22;18;22;22;22;22;22;18;22;22;22;22;22;22;22;22;18;22;22;22;22;22;22;22;22;22;22;21;15;15;15;15;15;15;15;15;15;15;16;15;15;16;16;16;23;16;20;16;23;20;20;20;20;20;20;21;20;21;21;21;21;21;21
1;1;2;2;1;2;2;1;2;1;2;1;2;1;2;2;1;1;5;8;12;9;9;12;12;14;14;14;14;14;12;17;18;18;8;6;8;8;8;6;6;6;6;5;6;12;12;3;8;9;9;6;9;9;6;6;6;9;8;6;6;3;3;6;6;3;8;8;6;8;8;6;3;3;5;6;6;6;6;6;6;5;5;6;6;6;6;8;8;8;8;8;8;8;8;8;8;9;8;9;9;14;14;14;12;14;12;14;22;24;22;16;15;16;17;18;18;22;24;22;24;22;22;22;22;22;22;22;22;22;18;22;22;22;18;22;22;22;22;22;22;22;22;22;22;22;18;22;22;22;18;22;22;22;22;22;22;22;22;22;22;22;22;22;21;15;13;15;15;15;15;15;15;15;15;15;16;16;15;16;16;16;16;20;16;20;16;20;20;20;20;20;20;21;20;21;21;21;21;21
1;1;2;1;2;2;1;2;2;1;2;1;2;1;2;1;1;1;5;10;12;8;12;14;12;14;14;14;14;14;12;14;18;24;12;8;8;8;6;8;6;6;6;6;8;12;12;5;8;9;9;6;8;9;9;6;8;9;8;6;3;3;5;6;3;8;9;6;6;9;6;3;3;6;6;6;8;6;6;6;6;5;6;6;6;6;8;6;6;8;8;8;8;8;8;8;9;9;9;8;8;9;14;14;14;14;12;14;21;22;24;17;11;8;10;10;10;15;15;14;17;22;22;24;22;22;24;22;22;24;22;24;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;21;15;15;15;15;15;15;15;15;15;15;16;15;15;16;23;16;16;20;16;20;16;20;20;20;20;20;20;21;20;21;21;21;21;21;21
