12;14;12;12;12;11;9;11;9;11;9;11;9;11;9;11;9;11;11;11;11;11;11;9;9;9;9;12;12;12;11;12;12;11;11;11;11;12;12;12;12;12;12;12;12;12;12;14;12;14;12;12;12;12;12;12;12;12;16;14;16;12;16;16;14;16;16;14;16;16;16;16;14;16;16;14;16;16;14;16;16;16;16;12;17;19;17;19;12;9;11;9;11;9;9;8;8;8;8;6;8;8;6;6;6;6;6;4;6;4;4;4;4;4;4;4;4;4;4;4;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;2;1;1;1;1;1;9;24;23;9;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;2;6;11;14;11;4;6;4;4;4;4;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;9
14;12;14;12;12;11;9;11;9;11;9;9;11;9;11;9;11;11;11;11;11;11;9;11;9;9;9;11;11;11;12;12;11;11;11;11;11;12;12;12;12;12;12;12;12;12;12;12;12;12;12;12;12;12;12;13;12;16;14;16;14;16;14;16;14;16;14;16;16;16;14;16;17;16;14;16;16;16;16;17;16;14;16;16;17;19;15;15;12;9;11;11;11;9;9;9;8;8;8;6;8;6;6;6;6;6;4;6;4;4;4;4;4;4;4;4;4;4;2;2;2;4;2;2;2;2;2;2;2;2;2;2;2;1;2;1;1;1;1;1;1;19;24;18;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;2;6;12;15;11;4;4;4;4;4;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;10;10;9
14;12;14;12;12;11;9;11;9;9;11;9;11;9;11;9;11;9;11;9;11;9;11;9;9;9;9;9;9;11;11;12;12;11;11;9;11;11;12;12;12;12;12;12;12;12;12;12;14;12;12;12;12;12;12;12;12;12;16;14;16;12;16;14;16;16;16;14;16;16;14;16;14;17;16;16;14;16;14;16;16;16;16;16;14;19;19;17;12;11;13;11;11;9;9;9;8;8;8;8;6;8;6;6;6;6;6;4;6;4;4;4;4;4;4;4;4;4;2;4;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;2;1;1;1;1;4;24;24;12;2;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;5;4;2;8;14;14;9;4;7;4;4;4;4;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;8;9
12;14;12;12;12;11;9;9;9;9;9;11;9;11;9;11;9;11;9;9;11;9;9;9;9;9;9;9;9;9;11;12;11;11;11;9;11;12;12;12;12;12;12;12;12;12;12;14;12;12;12;12;13;12;12;12;12;16;14;16;12;16;16;16;14;16;14;16;16;14;16;16;17;16;16;14;16;16;16;16;16;16;16;16;17;19;17;15;11;9;11;11;11;11;9;8;8;8;8;6;8;6;6;6;6;6;4;6;4;4;4;4;4;4;4;4;2;4;4;2;2;2;2;2;2;2;2;2;2;2;2;2;1;2;1;1;1;1;1;1;19;24;19;2;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;2;4;2;9;12;17;11;2;4;4;4;4;4;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;10;6;10
12;14;12;12;11;11;11;9;9;9;9;9;11;9;11;11;11;9;9;9;9;11;9;9;9;9;9;9;9;9;11;11;12;11;11;11;11;11;12;12;12;12;12;12;12;12;12;12;12;12;12;12;12;13;12;16;12;16;14;16;14;16;12;16;16;17;16;14;16;16;16;14;16;14;16;16;16;16;16;16;16;16;14;16;17;15;19;14;9;11;11;12;11;9;9;9;8;8;10;8;6;6;6;6;6;6;4;6;4;6;4;4;4;4;2;4;4;4;2;4;2;2;2;2;2;2;2;2;2;2;2;2;2;1;2;1;1;1;1;6;24;24;8;2;4;4;4;4;2;4;4;2;4;4;4;4;4;4;4;4;4;2;4;4;4;2;11;14;15;9;2;4;4;4;4;4;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;10;8
12;14;12;12;12;11;9;9;9;9;9;11;11;11;11;11;11;9;9;9;9;9;9;9;9;9;9;11;11;11;11;12;11;11;11;11;11;12;12;12;12;12;12;12;12;12;12;16;12;12;12;13;12;12;16;12;16;12;16;16;16;12;16;16;14;16;14;16;16;14;16;16;16;16;16;14;16;16;16;16;16;17;17;17;17;19;17;14;11;9;12;12;11;11;9;9;8;8;6;6;8;6;6;6;6;6;6;4;6;4;4;4;4;4;4;4;2;4;2;2;2;5;2;2;2;2;2;2;2;2;2;2;2;1;2;1;1;1;1;20;24;19;2;4;4;4;2;4;4;4;2;4;4;5;4;5;4;2;4;5;4;5;4;2;4;5;9;14;15;6;4;4;4;4;4;7;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;10;6;6
14;12;14;12;11;11;9;9;11;9;9;11;11;11;11;11;11;11;9;9;9;9;9;9;9;9;9;11;12;11;11;11;11;11;11;13;11;12;12;12;12;12;12;11;12;12;12;12;12;12;12;13;12;12;16;12;16;16;16;14;16;16;12;16;17;16;17;14;16;16;14;16;16;16;16;16;16;14;16;16;16;16;17;17;17;15;17;14;9;9;12;12;12;11;9;9;9;8;8;8;6;6;6;6;6;6;4;7;4;6;4;4;5;4;2;4;4;4;2;4;2;2;2;2;2;2;2;2;2;2;2;1;2;2;1;1;1;1;19;24;19;4;2;4;2;4;2;4;2;5;4;4;2;4;4;4;5;4;4;2;4;2;4;2;4;2;8;14;14;4;2;4;4;4;4;4;4;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;10
14;16;12;12;12;9;9;9;9;9;9;11;11;11;11;11;11;9;9;9;11;9;9;9;9;8;9;12;12;11;11;11;9;11;13;11;11;12;12;12;12;12;12;12;12;12;12;12;12;12;13;12;12;16;12;16;16;16;14;16;16;12;16;16;14;17;16;16;16;16;16;16;16;14;16;14;16;16;16;12;16;17;17;17;17;17;14;14;9;11;12;12;12;11;11;9;8;8;8;6;6;6;6;6;6;4;6;4;4;7;4;4;4;2;4;4;2;4;2;4;2;2;2;2;2;2;2;2;2;2;2;2;1;1;2;1;1;12;24;18;4;2;4;4;2;4;2;2;4;4;2;4;2;4;2;2;4;2;2;4;2;2;4;2;4;2;9;15;14;4;4;4;4;4;4;4;6;6;4;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;10;6;10;6
12;14;14;12;11;11;9;11;9;11;9;11;11;11;9;11;11;11;11;11;9;11;9;9;9;9;11;11;11;13;11;11;11;11;11;11;12;11;12;12;12;12;12;11;12;12;12;16;12;12;13;12;13;12;16;16;12;16;16;16;16;16;12;17;16;16;14;16;16;16;16;16;16;16;16;16;16;16;16;13;16;14;17;17;17;17;17;14;13;11;12;12;12;12;11;11;9;8;8;8;6;6;6;6;6;6;7;4;6;4;4;4;4;4;2;4;4;4;4;2;2;2;2;2;2;2;2;2;2;2;2;2;2;4;15;9;11;22;15;2;2;4;2;4;2;2;2;4;2;2;2;5;2;4;2;4;2;4;5;2;2;5;2;2;2;4;9;15;14;2;2;4;4;4;4;4;4;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;10
14;16;14;16;11;11;9;11;9;11;9;11;11;11;9;9;11;11;11;11;11;11;9;11;9;11;11;12;12;11;11;11;13;11;11;11;11;12;12;12;12;11;13;12;13;12;12;12;12;13;12;13;11;13;16;12;16;16;12;16;12;16;16;16;16;14;16;16;16;16;12;16;12;16;16;14;16;16;12;16;16;16;17;14;17;17;15;16;9;11;12;12;12;12;12;11;9;9;8;6;6;6;4;5;6;4;4;4;7;4;4;5;2;4;4;2;4;2;2;4;2;5;2;2;2;2;2;2;2;2;1;2;2;6;11;15;15;12;2;2;4;4;2;2;2;4;2;2;2;4;2;2;2;5;2;4;2;2;2;2;4;2;2;4;2;4;11;15;15;2;4;2;4;4;4;4;6;4;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;10;6;10
