22;22;22;22;22;22;24;24;24;24;24;24;25;24;22;22;22;22;22;24;26;22;22;22;22;22;22;22;22;22;22;25;24;25;22;22;22;22;22;22;22;22;22;26;26;26;22;22;22;22;22;22;22;22;22;26;25;25;26;25;26;26;26;26;26;26;26;26;26;26;26;26;26;26;25;26;25;25;26;26;25;25;25;22;22;22;22;22;22;22;22;22;22;22;22;25;25;22;22;22;26;26;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;21;24;24;24;24;24;25;23;25;25;25;22;22;22;20;20;22;25;25;22;25;22;22;22;25;25;25;26;26;23;23;23;23;23
26;26;22;22;22;22;24;24;24;24;24;24;25;22;22;22;22;22;20;24;24;25;25;22;22;22;22;22;22;22;22;22;25;25;22;22;22;22;22;22;22;22;22;22;26;26;26;22;22;22;22;22;22;26;26;26;25;25;26;26;26;26;26;26;26;26;26;26;26;26;26;26;26;26;26;26;26;26;26;26;26;25;25;26;25;22;22;22;22;22;22;22;22;22;22;22;25;22;22;22;22;26;26;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;24;24;24;24;24;24;24;24;23;26;22;22;22;22;22;22;22;22;25;22;22;22;22;25;25;22;22;25;26;21;21;23;23;23
22;26;25;22;22;24;24;24;24;24;24;22;22;22;22;22;22;22;24;24;24;25;26;26;22;22;22;22;22;22;23;26;25;25;22;22;22;22;22;22;22;22;22;22;22;22;26;26;22;22;22;25;26;26;25;25;25;26;26;26;26;26;26;26;20;20;26;26;26;26;26;26;26;26;26;26;26;26;26;26;26;25;25;26;26;25;25;25;22;22;22;23;22;22;22;22;22;22;22;22;22;22;26;26;22;22;22;22;22;22;22;22;22;22;22;22;22;24;24;24;24;24;25;22;25;24;25;22;22;22;22;25;25;22;25;22;22;22;22;22;22;22;22;22;22;22;22;24;21;20;20;20
22;22;24;24;24;24;24;24;24;24;24;26;23;26;26;22;22;24;24;24;24;24;22;26;26;26;22;22;22;22;22;26;26;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;26;26;26;26;26;26;26;26;26;26;26;26;18;13;7;12;12;15;17;26;26;26;26;26;26;26;26;26;26;26;26;26;26;25;25;25;25;25;26;26;25;25;25;26;22;22;22;22;22;22;22;22;22;26;26;22;22;22;22;22;22;22;22;22;22;22;21;24;24;24;24;25;22;22;23;25;25;22;22;22;22;25;25;25;22;22;22;22;22;22;22;22;22;22;22;22;22;22;26;21;20;20
20;24;24;24;24;24;24;25;25;24;25;26;26;26;23;25;24;24;24;24;24;25;22;22;22;26;22;22;22;22;22;22;26;26;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;26;26;25;25;26;26;26;26;26;26;26;19;11;9;7;13;11;11;12;7;12;13;16;19;26;26;26;26;26;26;26;26;26;26;26;26;25;25;26;26;26;26;26;25;23;23;26;25;22;22;22;22;22;22;22;26;26;26;26;26;26;26;26;26;26;25;25;24;24;24;24;24;22;22;22;22;25;22;22;22;22;22;22;22;25;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;26;26;20
24;24;24;24;24;24;24;22;22;22;22;22;22;22;22;25;24;25;25;25;24;25;22;22;22;22;22;22;22;22;22;22;22;26;26;22;22;22;22;22;22;22;22;22;22;22;22;22;26;26;26;25;25;26;26;26;26;26;26;15;9;12;11;15;9;9;12;11;13;11;11;9;9;12;15;18;26;26;23;26;26;26;26;26;23;23;26;26;26;26;21;21;23;23;23;23;23;26;25;22;22;22;22;22;22;22;26;26;26;26;26;22;22;22;22;24;24;24;24;24;24;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;25;25
24;24;24;24;24;24;24;26;22;22;22;22;22;22;25;25;25;25;22;25;25;22;26;26;22;22;22;22;22;22;22;22;22;22;26;26;22;22;22;22;22;22;22;22;22;22;25;26;26;25;25;26;26;26;26;26;26;14;9;7;14;16;7;9;12;7;9;4;7;12;13;11;13;11;9;4;9;16;26;26;21;21;21;21;26;23;26;21;21;21;21;21;21;21;21;23;23;23;23;26;26;22;22;22;22;22;22;22;22;22;22;22;22;22;25;24;25;25;25;24;25;22;22;22;22;22;22;22;22;22;22;22;22;22;22;26;26;22;22;22;22;22;22;22;22;22;25;24;24;24;25;25
24;24;24;24;24;24;22;22;22;22;22;22;22;25;25;25;25;25;25;26;26;22;22;22;23;22;22;22;22;22;22;22;22;22;22;22;26;26;22;22;22;22;22;22;25;25;26;26;25;25;26;26;26;26;26;18;12;7;11;17;11;9;12;11;13;9;12;11;15;2;2;12;11;12;7;9;13;18;26;26;21;21;21;21;21;26;21;21;21;21;23;21;23;26;23;23;23;23;23;23;23;23;23;26;26;23;22;22;22;22;22;22;22;25;25;25;25;23;22;24;25;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;26;25;22;22;22;20;24;24;25;25;24;24;24;22;22
24;24;25;24;24;24;24;24;24;20;22;24;25;25;25;24;24;25;22;22;23;26;26;22;22;23;21;23;22;22;22;22;22;22;22;22;22;22;25;24;21;20;24;25;25;25;26;25;26;26;26;26;26;26;15;7;11;17;11;7;9;7;11;11;7;11;15;11;7;11;18;14;2;4;13;26;26;26;21;21;21;21;21;26;23;23;21;21;23;23;23;26;23;23;26;23;23;23;23;23;23;23;23;23;23;23;26;26;26;26;26;22;25;25;25;25;25;26;26;25;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;25;24;24;24;24;24;25;23;22;24;25;22;22
25;25;25;25;24;24;24;24;24;24;25;24;24;24;25;24;24;22;22;22;22;22;26;26;22;22;23;21;21;23;23;22;22;22;22;22;22;24;24;20;21;24;25;25;25;25;25;26;26;26;26;26;19;7;7;14;14;11;13;11;11;7;11;9;11;13;7;12;18;18;7;2;12;19;26;26;21;21;21;21;21;23;26;23;21;21;26;21;21;26;23;26;26;21;21;21;23;23;23;21;24;24;24;24;24;24;25;25;25;25;25;26;25;24;24;24;24;25;26;23;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;24;24;24;24;24;24;24;24;24;26;26;25;22;22
