23;23;23;23;23;23;23;23;23;23;23;23;23;23;23;23;23;23;23;23;23;23;23;23;23;23;23;23;23;23;23;23;23;23;22;22;22;22;22;22;22;22;22;23;22;23;23;22;23;22;23;23;22;23;22;23;22;23;22;23;23;23;23;23;23;23;23;23;23;22;23;23;22;23;22;23;22;22;23;22;22;23;22;23;22;23;22;23;22;23;23;23;23;23;23;23;23;23;23;23;23;23;23;23;23;23;23;23;23;23;23;23;23;23;23;23;23;23;23;23;23;23;23;23;23;23;23;23;23;23;23;23;23;23;23;23;23;23;23;23;23;23;23;23;23;23;23;23;23;23;23;23;23;23;23;23;23;23;23;23;23;23;23;23;23;23;23;23
23;23;23;23;23;23;23;23;23;23;23;23;23;23;23;23;23;23;23;23;23;23;23;23;23;23;23;23;23;23;23;23;23;22;22;22;22;22;22;18;18;18;22;22;22;22;22;22;22;22;22;22;22;22;22;23;22;23;22;23;22;23;23;23;23;22;23;23;22;23;22;22;22;22;22;22;22;22;22;22;23;22;22;22;23;22;23;22;23;22;22;23;22;23;22;23;23;23;23;23;23;23;23;23;23;23;23;23;23;23;23;23;23;23;23;23;23;23;23;23;23;23;24;23;23;24;23;23;24;23;23;23;23;23;23;23;23;23;23;23;23;23;23;23;23;23;23;23;23;23;23;23;23;23;23;23;23;23;23;23;23;23;23;23;23;23;23;23
23;23;23;23;23;23;23;23;23;24;23;23;24;23;23;24;23;23;24;23;23;23;23;23;23;23;23;23;23;23;23;23;23;23;22;22;22;18;18;18;18;18;18;18;18;18;18;22;22;22;22;22;22;22;22;23;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;23;22;23;22;23;22;23;23;23;22;22;23;23;23;23;23;23;23;23;23;23;23;23;23;23;23;23;23;23;23;23;23;23;23;23;23;23;23;23;23;23;23;23;23;24;23;23;23;24;23;23;23;23;23;23;23;23;23;23;23;23;23;23;23;23;23;23;23;23;23;23;23;23;23;23;23;23;23;23;23;23;23;23;23;23;23
23;23;23;23;23;23;23;23;23;23;23;23;23;23;23;23;23;23;23;23;23;23;23;23;23;23;23;23;21;23;23;21;23;22;22;22;22;18;18;18;18;18;18;18;18;18;18;18;18;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;17;22;18;22;22;22;22;22;22;22;22;22;23;22;23;22;23;22;23;23;23;23;23;23;23;23;23;23;23;23;23;23;23;23;23;23;23;23;23;23;23;23;23;23;23;23;23;23;24;23;23;24;23;24;23;24;23;24;23;24;23;23;23;23;23;23;23;23;23;23;23;23;23;23;23;23;23;23;23;23;23;23;23;23;23;23;23;23;23;23;23;23;23;23;23;23;23;23;23;23;23;23;23
23;21;23;21;23;21;23;21;22;21;22;21;23;22;21;23;21;23;21;22;21;21;21;21;21;21;22;21;22;17;22;22;22;22;22;18;18;18;18;18;18;16;18;18;16;18;18;18;18;18;22;22;18;22;18;18;22;22;22;22;22;18;18;18;18;18;18;22;18;18;18;22;22;22;22;22;22;22;22;22;22;23;23;23;22;23;23;23;23;23;23;23;23;23;23;23;23;23;23;23;23;23;23;23;23;23;23;23;23;23;23;24;23;23;23;23;24;23;23;23;24;23;23;23;23;23;23;24;23;23;23;23;23;23;23;23;23;23;23;23;23;23;23;23;23;23;23;23;23;23;23;23;23;23;23;23;23;23;23;23;23;23;23;23;23;23;23;23
22;22;22;22;22;22;17;17;18;22;17;22;18;17;22;17;18;17;18;22;18;17;18;18;18;18;18;18;18;18;18;18;18;18;18;18;17;17;16;16;16;18;18;16;18;18;18;18;18;22;18;18;22;18;22;18;18;18;18;18;18;18;22;18;22;22;22;22;22;22;22;22;22;22;22;22;22;22;23;22;23;22;22;23;23;22;23;22;23;22;23;23;23;23;23;23;23;23;23;23;23;23;23;23;23;23;23;23;23;23;23;23;23;23;23;23;23;23;23;23;23;23;23;23;23;23;23;23;23;23;23;23;23;23;23;23;23;23;23;23;23;23;23;23;23;23;23;23;23;23;23;23;23;23;23;23;23;23;23;23;23;23;23;24;23;23;23;23
18;17;18;17;17;18;18;18;18;18;18;16;18;16;18;18;16;18;16;16;16;18;18;16;16;16;16;16;16;16;16;16;16;16;16;16;17;18;16;16;18;16;16;18;18;18;18;18;18;18;22;18;18;18;18;18;18;18;18;18;18;18;18;18;22;18;18;22;18;22;22;18;22;22;22;22;22;22;22;22;22;23;22;22;22;22;23;22;23;22;23;22;21;23;22;21;23;23;23;23;23;23;23;23;23;23;23;23;23;23;23;23;23;23;23;23;23;23;23;23;23;23;23;23;23;23;23;23;23;23;23;23;23;23;23;23;23;23;23;23;23;23;23;23;23;23;23;23;23;23;23;23;23;23;23;23;23;23;23;23;23;23;23;23;23;23;23;23
18;16;16;18;16;18;18;16;18;16;18;16;18;16;18;16;18;16;18;16;16;16;16;16;16;16;16;16;16;16;16;16;16;16;12;12;18;17;12;16;16;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;22;18;22;18;22;18;18;22;18;22;18;22;18;22;18;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;21;22;22;22;23;22;22;22;23;22;22;22;22;23;22;21;21;21;22;21;22;23;21;23;21;23;22;23;23;23;23;23;23;23;23;23;23;23;23;23;23;23;23;23;23;23;23;23;23;23;23;23;23;23;23;23;23;23;23;23;23;23;23;23;23;23;23;23;23;23;23;23;23;23;23;23;23
16;18;16;16;16;16;16;16;18;16;18;16;18;18;18;18;18;18;18;18;18;18;16;16;18;16;16;16;16;16;12;16;12;16;16;16;16;18;16;16;16;18;16;18;18;18;18;18;18;18;22;18;22;22;22;22;22;22;22;18;22;18;22;18;22;18;18;22;18;22;18;22;22;22;22;22;18;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;23;22;23;22;22;21;22;22;22;23;22;23;22;22;23;22;23;22;23;22;22;23;22;23;22;23;23;23;23;23;23;23;23;23;23;23;23;23;23;23;23;23;23;23;23;23;23;23;23;23;23;23;23;23;23;23;23;23;23;23;23;23;23;23;23;23;23;23
16;18;16;18;18;16;18;17;16;17;16;16;18;16;18;18;16;18;18;18;16;16;16;16;16;12;16;16;12;16;16;16;16;16;16;16;18;22;12;18;16;16;18;18;16;18;18;22;18;22;22;18;22;18;22;22;22;22;22;22;22;18;22;18;18;22;18;18;22;18;22;18;18;22;18;22;22;18;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;23;22;22;22;23;22;23;22;23;22;23;22;23;23;22;23;23;23;22;23;23;23;23;23;23;23;23;23;23;23;23;23;23;23;23;23;23;23;23;23;23;23;23;23;23;23;23;23;23;23;23;23;23;23;23;23;23;23;23;23
