7;5;7;7;7;7;7;7;7;7;7;7;7;7;5;7;7;7;7;7;7;7;7;7;10;7;10;7;7;7;7;7;6;5;3;5;6;7;7;7;7;7;7;7;6;5;6;6;7;7;7;7;7;7;7;7;7;7;7;7;6;7;7;7;10;7;10;10;10;10;10;10;7;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;9;11;11;10;10;10;10;11;11;11;12;11;12;12;11;12;11;12;12;11;12;12;12;12;12;12;12;12;12;12;12;12;12;12;12;15;12;15;15;12;12;12;12;12;15;15;12;15;12;15;12;15;12;15;12;15;15;12;15;15;12;15;15;15;15;15;15;15;15;15;15;15;15;15;15;15;15;15;14;15;15;14;15;16;15;14;15;16;15;14;16;16;14;16;15;14;16;15;16;16;14;16;16;14;16;16;16;16;16;16;14;16;16;16;16;16;16;16;14;16;16;16;14;16;16;16;16;16;14;16;16;14;16;16;16;16;18;16;18;16;18;16;18;16;18;16;18;16;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;21;18;18
5;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;10;7;10;7;10;7;7;7;7;6;5;3;5;7;7;7;7;7;7;7;7;5;6;6;6;7;7;7;6;7;7;7;7;7;7;7;7;7;7;7;7;10;10;10;10;10;10;10;10;7;10;10;10;9;10;10;10;10;10;10;10;10;10;10;10;11;11;11;10;10;9;10;12;11;11;9;12;12;12;12;12;12;12;12;12;12;12;12;12;12;12;12;12;12;12;12;12;12;12;12;15;12;15;12;15;12;12;12;12;15;15;15;15;15;12;15;15;15;12;15;15;15;12;15;15;12;15;15;15;15;15;14;15;15;14;15;14;15;15;14;15;15;14;16;15;16;14;16;16;14;15;16;15;14;16;16;16;14;16;16;14;16;16;14;16;14;16;16;16;16;16;14;16;14;16;14;16;16;14;18;16;14;16;14;16;16;16;18;16;16;14;16;14;16;16;16;14;16;18;14;18;18;14;18;18;18;14;18;16;18;18;18;18;18;18;18;18;18;18;14;18;16;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;17;21;18;17;18;18;17;18;18;17;18;18;17;18;18;18;18;18;17;18;17;18;21;17;18;18;17;21;17;18;17;21
7;5;7;7;4;7;5;7;5;7;7;7;7;7;7;6;7;6;6;5;6;7;7;10;10;10;10;10;7;10;10;7;7;5;3;5;7;7;7;10;7;10;7;6;6;5;6;7;6;6;6;6;5;7;7;10;10;10;7;10;7;7;10;7;10;10;10;10;10;9;10;10;10;10;10;10;10;10;9;10;10;9;10;10;10;10;10;9;11;11;11;9;11;10;11;9;12;12;12;12;12;12;12;12;12;12;12;12;12;12;12;12;12;12;15;12;12;12;12;12;12;12;15;12;15;12;14;15;15;12;12;12;15;15;15;15;15;15;15;15;15;15;15;15;15;14;15;14;15;14;15;14;15;14;15;16;14;16;15;16;14;16;15;14;16;15;14;16;15;16;14;16;16;14;16;16;16;16;16;16;16;16;16;16;16;16;16;16;16;16;16;16;18;16;18;16;16;16;16;16;16;18;16;18;18;16;18;14;18;18;14;18;18;16;18;18;14;18;16;18;18;16;18;18;18;18;18;16;18;18;18;18;18;18;14;18;14;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;21;18;17;18;18;17;18;18;17;18;18;18;17;18;21;18;21;18;20;18;18;21;18;18;21;17;18;17;18;18;18;18;17;18;18;17;21;18;18;21;18;21;18
5;7;7;4;7;7;5;7;5;7;7;7;7;7;7;5;6;5;6;5;6;7;7;7;10;7;7;10;7;10;10;10;7;6;5;6;7;10;10;10;7;7;7;7;6;6;6;6;7;5;6;5;6;5;7;7;9;10;10;10;10;10;7;10;10;7;9;10;10;10;10;9;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;11;11;11;9;11;11;9;11;11;12;11;11;12;12;12;12;12;12;12;12;12;12;12;12;12;12;12;15;12;12;12;12;12;15;12;12;12;15;12;15;15;14;15;15;15;15;15;15;15;14;15;15;15;15;14;12;14;15;16;15;15;16;15;16;15;16;16;15;14;16;16;14;16;16;16;16;16;16;16;16;14;16;14;16;16;14;16;16;16;16;18;16;18;16;16;16;16;16;16;16;18;16;18;16;18;18;18;18;16;18;16;18;16;18;16;18;14;16;18;18;18;18;18;18;18;18;18;18;18;18;16;18;18;18;18;18;18;18;18;18;18;18;18;18;14;18;18;18;18;18;18;18;18;18;17;18;18;18;18;18;17;18;17;18;17;18;17;21;17;18;17;18;21;18;18;21;18;17;18;18;21;18;18;21;17;18;17;18;21;18;17;18;18;17;18;21;18;21;18;18;21;18;21;18;21;18;18;17;18;18;17;18;20
7;7;7;7;7;7;7;7;7;7;7;7;7;7;6;5;6;6;6;6;7;7;7;7;7;7;7;10;7;10;7;10;7;7;7;7;7;10;10;10;10;10;7;7;6;7;6;7;6;6;5;5;6;5;6;7;10;10;10;10;7;10;10;10;10;10;10;10;9;10;10;10;10;10;10;10;7;10;7;10;10;10;10;10;10;10;10;10;10;11;11;9;11;11;11;11;9;11;9;11;11;12;11;12;12;12;12;12;12;12;12;12;12;12;12;12;12;15;12;12;15;12;15;12;15;12;14;15;15;15;15;15;15;15;14;15;12;15;12;15;12;15;15;15;14;15;16;14;15;15;14;15;14;15;16;16;14;16;16;16;16;16;14;16;15;14;15;16;15;16;15;16;15;16;14;16;16;14;16;16;18;14;16;16;18;16;18;14;18;16;18;16;18;16;18;18;18;16;18;14;18;14;18;16;18;16;14;18;18;18;18;18;18;18;18;18;16;18;14;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;14;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;21;18;17;18;18;17;18;18;18;18;18;17;18;17;18;18;21;18;17;18;21;18;17;18;21;17;18;17;21;18;17;18;17;18;17;18;17;18;18;18;21;18;18;18
7;5;7;4;7;7;7;7;4;7;10;7;7;7;5;6;6;7;5;7;7;7;7;7;7;7;7;10;7;10;7;7;7;7;10;7;10;7;10;7;7;7;7;7;7;7;7;7;7;6;6;6;5;6;6;7;7;10;7;7;7;10;10;7;10;7;10;10;10;10;10;10;10;10;7;10;10;10;10;7;10;10;10;10;7;10;10;9;10;9;10;11;10;11;9;11;11;10;11;11;11;11;11;12;12;12;12;12;12;12;12;12;12;12;12;12;12;12;12;12;12;15;12;15;12;15;12;15;15;14;15;15;15;15;15;15;15;12;15;12;15;15;12;15;15;15;15;15;15;14;15;15;15;14;16;14;16;16;16;14;16;16;16;16;14;16;15;14;16;15;14;15;14;15;16;16;14;16;16;16;16;16;18;16;16;18;14;16;16;18;18;16;18;16;18;16;18;16;16;16;16;18;16;14;16;16;18;18;16;18;16;18;18;18;18;14;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;14;18;18;18;18;18;17;18;18;18;18;18;18;18;18;18;18;18;18;21;17;18;21;18;18;18;18;18;18;21;18;17;18;18;18;21;18;21;18;17;18;21;18;17;18;21;18;18;21;18;18;17;21;18;21;21;18;21;18;18;18;18;18;17;21;18
5;5;7;7;7;7;7;10;7;10;7;7;7;6;5;6;7;7;7;7;7;7;7;7;7;10;7;10;10;7;7;7;7;7;10;7;7;7;10;10;10;7;7;7;7;7;7;7;7;7;7;6;6;5;7;7;7;7;10;7;7;7;10;10;7;7;7;7;10;10;10;10;10;7;10;7;10;7;10;10;7;10;10;7;7;10;10;10;10;10;9;10;9;11;11;11;11;9;11;11;11;12;11;12;12;12;12;11;12;12;12;12;12;12;12;12;15;12;12;12;15;12;12;15;12;15;12;15;15;15;15;15;15;15;14;15;12;15;12;15;12;15;15;15;15;15;15;14;15;15;15;15;15;15;15;16;15;16;14;16;16;14;16;15;16;14;15;16;15;16;15;15;16;15;14;16;16;14;16;14;16;16;14;16;16;16;16;18;18;16;16;18;16;18;16;18;16;18;16;18;14;16;16;16;14;16;18;16;18;14;18;16;16;14;18;16;18;16;18;18;18;18;18;18;18;18;18;18;18;18;18;18;14;18;18;18;18;18;18;18;18;18;18;18;18;18;18;17;18;18;18;18;18;18;21;18;17;18;17;18;18;18;18;17;18;18;18;18;18;18;18;17;18;21;18;18;18;18;18;17;18;17;18;20;18;18;18;18;17;21;17;18;18;18;18;18;18;18;17;18
5;5;5;5;7;7;10;7;7;7;7;7;5;6;7;7;7;7;7;7;7;7;7;7;7;7;10;10;7;7;7;7;7;7;7;10;7;7;7;7;7;7;6;7;7;10;7;7;7;7;6;6;7;6;7;7;7;7;7;7;7;7;7;7;7;7;10;7;10;7;7;7;7;7;7;10;7;9;10;10;10;7;7;7;10;9;10;9;10;10;10;11;10;11;11;11;11;11;11;11;12;11;12;12;12;12;11;12;11;12;12;12;11;12;12;15;12;12;12;12;12;12;15;12;15;12;12;15;12;15;14;12;15;15;15;15;15;12;15;15;12;15;12;15;14;12;15;15;15;14;15;15;14;15;14;15;14;15;15;16;14;15;16;14;16;15;16;15;14;16;15;14;15;14;16;15;16;16;16;16;16;16;16;16;14;16;16;18;16;18;18;14;16;16;16;16;16;14;18;16;16;18;16;16;16;18;16;18;16;18;16;16;18;16;18;14;18;18;18;18;16;18;18;18;18;18;18;18;18;18;18;18;18;18;16;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;21;18;18;18;18;18;17;18;21;18;17;21;18;17;21;18;21;18;18;18;18;17;21;17;21;18;18;18;18;17;18;17;21;18;21;18
5;7;5;5;7;7;7;7;7;7;5;6;6;5;7;7;10;7;7;6;7;7;7;7;7;7;10;10;7;7;5;6;7;7;7;7;7;7;7;7;7;7;7;7;7;10;10;7;7;7;7;5;7;6;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;10;10;10;7;10;7;7;10;7;10;10;11;9;10;10;9;10;11;11;11;11;11;11;12;11;12;12;11;12;12;12;11;12;12;12;11;12;12;12;15;12;15;12;12;12;12;12;12;15;12;12;12;12;12;15;12;12;15;15;15;15;15;12;12;12;15;15;15;15;15;15;15;12;15;15;15;15;15;16;15;15;15;14;15;16;15;16;15;14;15;16;14;15;14;16;16;15;16;15;14;15;14;16;14;16;16;14;16;16;16;14;16;18;16;16;18;16;16;14;16;18;18;16;16;14;16;14;18;16;14;16;18;18;16;16;14;16;14;16;18;16;18;16;18;16;18;18;18;18;18;14;18;18;18;18;14;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;17;18;18;17;18;18;18;18;18;18;17;18;18;17;18;18;18;18;21;18;17;21;18;18;18;18;18;17;18;21;18;18;18;18;18;18;18;17;21;17;21;18;18;18;18;21;17;18
5;7;5;7;7;7;7;7;7;5;6;5;6;6;7;7;7;10;7;7;5;6;7;7;7;10;7;7;7;7;6;6;7;7;7;7;7;7;7;7;7;7;7;7;7;10;10;10;7;7;7;7;7;7;6;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;10;10;7;10;10;7;10;7;10;10;10;9;10;11;10;9;11;11;11;9;11;11;11;12;12;11;12;11;12;12;12;12;12;12;12;11;12;12;12;12;12;15;12;12;12;12;12;12;15;12;12;12;12;15;12;12;12;15;15;14;12;15;12;15;12;15;12;14;15;14;15;15;12;15;15;14;15;14;15;15;15;15;14;15;15;14;15;14;15;16;15;14;15;16;16;16;15;14;16;15;16;15;16;16;16;16;14;16;16;15;16;16;16;16;18;16;16;14;16;16;18;16;18;16;18;16;16;16;16;16;18;16;18;18;16;16;14;16;16;18;16;18;18;18;16;18;18;16;18;18;18;18;18;18;18;14;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;17;18;18;18;18;18;18;18;18;18;18;18;18;21;18;18;17;18;18;21;18;18;17;18;21;18;18;21;17;21;18;18;18;18;17;21;18;20;18;18;21
