31;31;31;31;31;31;31;31;31;31;31;31;31;31;31;31;31;31;31;31;31;31;31;31;31;31;31;31;31;31;31;31;31;31;31;31;31;31;31;31;31;31;31;31;31;31;31;31;31;31;31;31;31;31;31;31;31;31;30;31;31;31;31;31;31;31;31;31;31;31;31;31;31;31;31;31;31;31;31;31;31;31;31;31;31;31;31;31;31;31;31;31;31;31;31;31;31;31;31;31
31;31;31;31;31;31;31;31;31;31;31;31;31;31;31;31;31;31;31;31;31;31;31;31;31;31;31;31;31;31;31;31;31;31;31;31;31;31;31;31;31;31;31;31;31;31;31;31;30;31;31;31;31;31;31;31;31;30;31;31;31;31;31;31;31;31;31;31;31;31;31;31;30;31;31;31;31;31;31;31;31;31;31;31;31;31;31;31;31;31;31;31;31;31;31;31;31;31;31;31
31;31;31;31;31;31;31;31;31;31;31;31;31;31;31;31;31;31;31;31;31;31;31;31;31;31;31;31;31;31;31;31;31;31;31;31;31;31;31;31;31;31;31;31;31;31;31;31;31;31;31;31;31;31;31;30;31;31;30;31;31;30;31;31;31;31;30;31;31;31;31;31;30;31;31;31;30;31;31;31;31;31;30;30;31;31;31;31;31;31;31;31;31;31;31;31;31;31;31;31
31;31;31;31;31;31;31;31;31;31;31;31;31;31;31;31;31;31;31;31;31;31;31;31;31;31;31;31;31;31;31;31;31;31;31;31;31;31;31;31;31;31;31;31;31;31;31;30;30;31;27;27;27;27;27;27;27;27;27;27;27;27;31;30;31;31;30;31;30;31;31;31;31;31;30;30;30;30;31;31;31;31;31;31;31;31;31;31;31;31;31;31;31;31;31;31;31;31;31;31
31;31;31;31;31;31;31;31;31;31;31;31;31;31;31;31;31;31;31;31;31;31;31;31;31;31;31;31;31;31;31;31;31;31;31;31;31;31;31;31;31;31;31;31;31;27;27;27;23;23;23;27;23;23;23;23;23;23;27;23;27;27;27;27;27;27;31;31;31;30;31;31;31;31;30;31;31;31;31;31;30;31;31;31;31;31;31;31;31;31;31;31;31;31;31;31;31;31;31;31
31;31;31;31;31;31;31;31;31;31;31;31;31;31;31;31;31;31;31;31;31;31;31;31;31;31;31;31;30;31;31;31;31;31;31;31;31;31;31;31;31;31;27;27;27;27;27;27;27;27;27;27;27;27;27;23;23;23;23;23;23;23;14;14;16;14;25;25;27;30;31;31;31;31;30;31;31;31;31;31;31;31;31;31;30;31;31;31;31;30;31;31;31;31;31;31;31;30;31;31
31;31;31;31;31;31;31;31;31;31;31;31;31;31;31;31;31;31;31;31;31;31;31;31;31;31;31;31;31;31;31;31;31;31;31;31;30;30;31;31;30;31;27;27;27;27;27;27;31;27;27;27;27;23;23;15;15;23;23;15;15;15;15;15;15;14;22;22;25;27;30;31;31;31;31;30;30;31;31;30;30;31;31;31;30;30;30;31;31;31;31;31;31;31;31;31;31;31;31;31
31;31;31;31;31;31;31;31;31;31;31;31;31;31;31;31;31;31;31;31;31;31;31;31;31;31;31;31;31;31;31;31;31;31;31;31;31;30;31;27;27;27;31;31;27;31;31;31;27;27;23;23;15;15;15;23;15;15;15;15;14;15;15;14;15;15;15;15;23;22;27;31;30;31;31;31;31;30;31;31;31;31;30;31;30;31;30;31;31;30;31;31;31;31;31;30;30;31;31;31
31;31;31;31;31;31;31;31;31;31;31;31;31;31;31;31;31;31;31;31;31;31;31;31;31;31;31;31;31;31;31;31;31;31;31;31;31;27;27;27;27;27;27;27;27;27;27;27;23;15;15;15;15;15;15;15;15;15;15;14;14;15;15;14;15;15;15;15;22;15;22;27;27;31;31;31;31;31;30;31;31;31;30;31;31;31;31;31;30;31;31;31;30;31;31;30;30;31;31;31
31;31;31;31;31;31;31;31;31;31;31;31;31;31;31;31;31;31;31;31;31;31;31;31;30;30;31;30;30;31;31;31;31;31;30;30;27;27;27;27;27;31;27;31;27;23;15;23;15;15;15;15;15;15;15;14;14;15;15;15;15;15;15;14;15;14;23;15;23;23;23;22;23;27;30;27;31;31;30;30;30;31;31;31;31;31;31;31;31;31;31;31;31;31;31;31;30;30;31;31
31;31;31;31;31;31;31;31;31;31;31;31;31;31;31;31;31;31;31;31;31;31;31;31;30;31;31;30;30;31;30;31;31;30;31;27;27;27;27;27;31;31;27;27;31;27;27;23;15;15;15;15;14;15;15;14;14;14;15;14;14;15;15;15;15;15;15;15;23;23;23;23;27;27;27;27;31;30;31;30;31;30;30;31;30;31;30;31;31;31;30;31;31;30;31;31;31;31;31;31
31;31;31;31;31;31;31;31;31;31;31;31;31;31;31;31;31;31;31;31;31;31;30;31;31;31;31;31;31;31;31;31;30;31;31;27;27;27;27;31;31;27;27;27;31;31;31;14;14;14;15;14;14;15;15;14;14;14;14;15;15;14;14;15;14;15;23;23;23;23;27;23;27;27;27;27;31;31;30;31;31;31;30;31;30;31;31;31;30;31;30;31;30;31;30;31;31;31;31;31
31;31;31;31;31;31;31;31;31;31;31;31;31;31;31;31;31;31;31;31;31;31;31;31;31;31;31;31;31;31;31;30;31;31;27;23;27;27;31;31;27;27;28;21;22;22;25;28;14;14;16;14;15;14;14;15;15;14;14;15;14;15;15;15;15;15;15;15;23;27;27;23;27;23;27;27;27;31;30;30;31;30;31;31;31;31;30;31;31;31;30;31;31;31;31;30;31;30;31;31
31;31;31;31;31;31;31;31;31;31;31;31;31;31;31;31;31;31;31;30;31;31;31;31;31;31;31;30;30;30;31;31;30;27;27;23;27;31;27;27;30;24;20;25;23;23;21;30;26;26;26;25;14;14;14;14;14;15;15;15;15;14;15;15;15;14;15;23;23;23;27;23;27;27;27;27;27;27;31;31;30;30;31;30;31;31;30;30;31;31;31;31;30;31;30;31;31;31;31;31
31;31;31;31;31;31;31;31;31;31;31;31;31;31;31;31;31;31;31;31;31;31;31;31;31;31;30;31;30;31;30;27;23;23;27;27;31;27;27;27;12;20;8;8;25;16;13;24;29;26;29;16;14;14;14;14;14;15;15;15;15;14;14;15;15;14;15;15;15;23;23;27;27;23;27;27;27;31;31;31;31;31;30;31;31;30;30;30;30;30;30;30;30;31;30;31;31;31;31;31
31;31;31;31;31;31;31;31;31;31;31;31;31;31;31;31;30;30;31;31;31;31;31;31;31;30;31;31;30;30;27;23;27;27;27;27;27;27;25;10;5;3;19;21;14;19;24;26;29;26;29;16;16;16;14;15;14;14;15;15;14;15;15;15;15;15;15;15;15;15;23;23;27;23;23;27;27;27;31;31;31;30;27;31;31;31;31;31;31;30;30;31;30;30;30;30;30;31;31;31
31;31;31;31;31;31;31;31;30;31;31;31;31;31;31;31;31;31;31;31;31;31;31;30;31;31;31;31;30;27;27;27;27;27;27;31;31;25;7;8;8;8;5;19;24;8;11;29;26;26;30;19;24;19;14;16;14;14;15;15;15;23;23;15;15;15;15;15;15;15;15;23;23;27;27;23;27;31;27;31;31;30;30;30;30;30;31;31;30;31;31;31;31;31;30;31;31;31;31;31
31;31;31;31;31;31;31;30;31;30;30;31;31;31;31;31;31;31;31;31;31;31;30;30;31;31;30;30;27;27;27;31;27;31;27;27;27;12;9;8;9;3;8;8;9;7;24;29;26;26;29;24;31;20;19;19;21;14;15;23;15;14;23;15;15;15;15;15;15;23;23;27;23;27;27;27;27;27;31;27;31;27;30;31;31;30;30;30;31;31;30;30;30;31;30;31;31;30;31;31
31;31;31;31;31;31;31;31;31;31;31;31;31;31;31;31;31;31;31;30;30;31;31;31;31;31;31;27;27;27;27;27;27;31;27;31;31;9;8;3;23;8;1;4;8;5;24;16;21;24;29;24;29;29;24;24;29;13;14;16;14;15;15;15;15;23;15;15;23;27;23;23;27;27;27;27;31;27;31;31;31;27;30;30;31;30;31;30;31;30;31;31;30;31;30;31;31;31;31;31
31;31;31;31;31;31;31;30;30;31;30;31;30;31;31;31;31;31;31;31;31;31;31;31;30;30;30;23;27;27;27;27;27;27;27;27;20;9;8;22;19;8;3;8;4;5;7;10;25;24;26;26;29;26;24;29;26;29;30;24;25;23;15;15;23;23;23;15;23;23;27;27;27;23;27;27;27;31;27;31;27;27;27;31;27;31;30;30;30;31;30;30;31;30;31;31;31;31;31;30
