31;30;30;31;29;27;29;29;27;24;22;24;25;24;24;22;22;25;24;11;2;4;15;13;13;19;19;24;24;24;25;25;18;13;15;18;18;24;25;27;24;13;19;24;22;22;19;15;15;15;18;13;13;27;24;12;10;18;18;25;27;29;29;29;27;19;12;12;12;15;13;13;6;2;2;12;22;15;13;19;22;22;15;15;19;24;19;13;13;15;24;24;19;19;24;22;15;18;25;25
30;29;31;31;30;29;29;29;29;25;25;25;22;24;25;24;22;25;22;4;2;6;15;6;18;20;19;19;22;20;22;22;19;15;15;15;19;19;25;25;13;6;22;19;19;19;19;19;15;19;15;15;24;25;13;10;19;19;25;27;29;29;21;18;13;10;15;13;12;10;18;15;15;19;21;29;20;13;13;12;15;13;11;6;12;19;19;14;13;15;22;22;14;15;19;24;25;24;24;19
31;31;31;32;31;29;29;29;27;29;27;27;24;24;24;24;22;24;22;4;2;13;13;11;18;19;24;22;15;19;19;19;15;15;15;15;13;12;19;19;11;15;20;13;22;19;19;15;19;19;13;20;29;20;19;19;19;20;27;29;26;25;20;13;15;13;19;20;19;15;19;5;21;28;28;16;13;13;6;4;6;2;6;14;14;15;18;13;11;15;13;4;4;11;14;22;25;27;25;19
31;31;32;31;31;29;27;27;25;27;27;25;24;24;24;24;22;24;22;11;4;13;15;13;18;19;19;18;20;24;20;19;13;15;15;15;13;4;12;15;6;19;24;12;13;19;15;15;19;20;15;20;27;27;20;10;20;29;30;30;29;20;20;20;20;20;18;10;18;15;16;26;26;21;18;6;2;4;4;2;2;2;4;19;18;18;15;12;12;12;4;2;2;4;14;18;24;27;29;25
31;31;31;30;31;29;29;29;25;25;27;25;24;24;25;24;19;22;18;18;14;19;19;19;18;15;13;19;19;25;24;15;13;15;12;19;12;6;13;13;11;15;20;15;1;12;20;20;24;20;19;20;25;21;25;20;25;29;30;26;27;16;20;20;20;20;20;19;20;27;21;27;22;13;13;11;2;2;2;2;2;2;4;15;15;12;12;11;12;4;2;2;2;4;14;22;27;29;29;27
31;32;31;29;29;27;29;29;27;25;27;25;25;27;27;24;15;14;14;25;24;19;24;24;19;15;15;20;24;20;20;12;15;18;12;15;11;6;15;15;15;15;19;12;13;19;19;25;27;20;20;25;20;20;24;20;27;26;30;29;29;27;25;25;20;20;25;25;16;27;20;15;15;19;15;12;6;2;2;2;2;2;2;11;14;12;12;12;12;4;2;2;2;4;18;25;29;31;29;29
29;31;29;27;25;25;27;29;27;25;22;22;25;25;22;19;14;12;11;25;27;19;24;20;19;19;19;24;19;15;15;15;13;12;15;19;6;12;19;19;11;18;15;12;19;20;19;19;20;19;15;15;6;13;20;25;27;25;21;29;26;29;16;27;25;25;16;27;27;20;25;25;25;20;15;13;6;4;2;2;2;2;2;4;11;13;12;12;2;2;2;2;2;11;18;25;30;31;31;29
27;25;24;22;24;25;25;22;25;14;4;22;25;22;14;11;14;14;4;22;29;25;19;19;22;19;20;19;13;13;11;13;13;13;20;20;6;13;19;18;11;15;10;20;22;15;19;15;12;6;12;13;12;20;24;25;27;27;29;31;28;31;31;30;31;30;27;25;25;25;27;27;16;24;10;15;13;11;2;2;2;2;2;2;2;4;4;4;4;4;2;2;2;4;18;27;30;31;31;29
25;22;22;24;25;25;24;24;24;11;14;22;18;6;2;12;24;24;14;15;29;27;24;24;20;19;15;12;13;13;12;10;19;19;20;12;13;13;18;20;11;13;27;20;15;15;15;6;6;6;15;15;19;25;27;27;27;26;30;31;31;32;28;31;31;31;30;27;20;27;20;25;24;20;22;20;15;13;4;2;2;2;2;4;4;2;4;4;11;11;6;4;2;11;22;29;29;29;30;30
25;24;22;25;27;24;22;24;25;22;22;14;4;2;6;24;24;24;22;13;27;27;22;27;24;15;13;19;15;19;20;25;19;20;10;6;12;10;10;10;3;13;25;20;18;13;13;13;6;13;12;15;25;25;29;27;25;27;29;29;27;27;25;20;25;27;30;31;29;29;20;24;20;20;20;19;19;13;6;2;2;2;2;4;4;6;11;12;13;14;12;6;6;11;25;30;29;27;29;31
24;22;22;27;29;25;22;22;24;25;24;11;2;12;24;25;19;15;24;22;25;29;19;19;19;20;19;19;22;20;22;19;19;15;12;12;10;20;16;19;25;20;12;15;13;13;15;13;6;13;15;19;25;27;25;25;25;25;25;27;26;29;29;27;20;19;19;20;24;24;25;24;22;18;25;27;25;15;11;4;2;4;4;4;4;11;12;12;13;18;18;12;11;18;29;29;27;27;27;30
25;24;24;25;27;25;25;24;22;25;22;6;11;25;25;22;20;18;18;19;15;27;29;19;13;22;19;18;19;15;15;19;13;13;13;13;20;21;27;27;29;20;12;12;6;12;6;6;19;15;19;19;15;25;19;22;25;29;31;31;30;29;27;27;25;24;24;24;24;25;27;27;27;24;19;10;19;20;19;6;2;2;4;6;6;11;11;13;18;19;18;19;22;25;25;25;27;27;27;30
25;25;25;22;22;25;25;24;22;22;11;14;22;24;19;15;19;19;15;15;15;24;30;27;19;20;20;20;19;19;15;13;11;18;10;20;30;29;26;29;19;10;19;13;2;6;15;19;18;15;12;13;11;6;15;25;30;29;25;27;25;25;29;29;30;31;31;31;32;31;31;31;31;29;24;13;12;19;25;13;4;4;4;6;6;11;12;15;22;19;24;25;27;22;12;22;24;25;27;30
24;25;27;24;24;25;25;22;18;12;12;24;27;25;19;13;15;22;19;18;19;19;24;29;29;24;24;20;19;10;13;13;10;27;6;15;31;31;30;19;13;18;13;11;2;13;20;14;4;4;4;4;12;12;14;15;15;13;22;29;31;32;32;32;32;31;30;30;30;29;30;29;30;29;29;27;27;20;25;25;15;6;4;6;11;13;13;19;19;20;25;29;25;18;11;14;14;24;27;29
22;24;25;27;27;27;22;18;14;18;22;25;25;25;19;13;14;19;20;15;15;15;22;25;27;29;25;20;19;20;20;24;27;27;13;4;19;29;20;20;20;12;6;10;2;6;11;2;4;6;4;4;6;11;12;18;25;30;31;31;30;30;30;29;27;29;29;29;29;27;27;24;25;27;27;20;19;19;27;30;27;20;10;12;13;10;19;15;19;25;27;27;25;22;14;14;6;18;25;27
24;18;22;27;27;24;14;14;11;22;27;27;27;25;25;13;12;19;19;19;15;19;20;20;24;25;25;20;25;25;27;29;27;21;27;22;4;4;12;19;11;6;13;12;2;12;4;4;4;4;4;4;13;24;27;27;27;25;24;19;19;22;22;24;25;27;27;27;27;29;27;27;27;25;22;15;12;4;6;19;27;25;25;20;20;20;19;19;20;25;27;27;25;25;19;12;11;14;24;25
24;14;11;22;25;18;11;14;12;24;25;29;29;25;25;20;15;18;19;19;15;18;19;20;19;19;20;20;25;16;25;20;24;31;32;29;25;13;6;2;4;6;11;4;13;12;4;2;4;2;12;19;24;24;19;12;6;4;11;13;13;14;11;11;12;11;11;13;18;22;25;25;25;25;22;19;13;4;2;2;6;19;20;25;20;19;20;20;20;25;25;27;27;25;22;15;14;18;22;22
22;14;6;14;22;18;14;18;18;25;25;27;29;24;19;24;22;19;13;15;13;19;19;15;19;19;19;25;27;25;20;25;30;30;29;29;29;25;6;6;12;6;4;4;19;6;2;2;4;13;19;15;4;2;2;4;4;4;2;2;2;2;4;14;22;25;29;30;30;31;32;32;32;31;29;27;24;22;15;6;2;6;20;20;20;15;19;19;19;20;25;27;27;27;24;24;19;19;22;14
24;19;6;6;18;19;19;18;18;27;29;29;29;27;15;20;25;19;13;13;13;15;22;19;19;19;20;27;21;25;29;31;31;27;29;29;24;12;4;13;15;4;4;6;6;4;2;6;15;13;4;2;2;2;4;2;2;2;2;6;15;22;25;25;25;25;27;29;30;29;29;29;29;27;27;25;27;27;24;19;19;19;19;15;19;25;10;15;10;25;25;27;25;27;25;25;25;25;25;13
24;22;12;4;6;18;22;14;14;27;29;27;29;29;22;18;24;20;22;18;15;19;20;19;12;19;25;21;27;29;31;30;27;29;29;24;13;13;13;6;4;4;2;4;6;6;15;13;4;2;2;2;2;2;2;2;11;19;25;19;18;14;12;11;6;11;14;14;12;14;14;18;18;22;19;18;19;22;19;18;24;24;29;27;13;20;20;19;19;20;27;25;24;25;27;27;25;27;25;18
14;24;19;4;2;11;18;14;11;25;30;29;27;29;25;19;15;22;20;22;20;22;15;11;13;20;27;27;30;32;30;25;27;27;25;15;13;19;15;4;2;4;6;11;13;19;12;2;2;4;2;2;2;4;19;24;19;15;14;4;2;4;11;13;11;6;14;15;22;25;27;30;30;29;29;27;24;24;22;15;14;12;27;30;29;15;20;25;15;20;27;24;22;27;29;27;27;27;25;19
6;14;24;14;4;4;18;18;11;22;31;30;27;27;29;24;19;19;19;19;18;13;12;12;19;25;21;29;31;32;27;25;27;29;14;6;19;19;15;6;6;4;11;19;13;4;2;2;2;4;4;11;19;19;13;12;2;2;6;15;24;27;27;25;27;30;30;31;32;32;31;31;30;29;29;29;29;27;25;20;19;13;12;22;30;29;19;25;20;19;25;27;25;27;25;29;29;27;27;24
14;6;14;18;12;4;12;22;14;18;29;32;29;25;27;27;25;22;20;15;13;13;10;19;25;27;27;29;32;29;25;27;27;19;11;15;19;19;13;4;12;18;13;4;2;2;2;3;3;12;20;20;13;12;2;4;19;25;25;30;30;29;30;32;30;30;29;27;24;19;19;14;15;14;13;19;15;13;12;13;19;22;19;18;19;29;30;25;25;20;20;27;27;25;25;31;29;24;27;27
25;15;11;12;15;12;11;15;19;14;24;31;31;27;25;25;25;25;20;19;19;20;24;24;25;27;21;31;30;24;25;29;24;6;19;20;11;6;4;4;12;15;4;2;2;1;10;5;21;20;10;13;4;13;24;27;29;27;27;24;18;27;20;19;15;15;13;6;4;4;13;25;24;19;19;19;6;6;6;6;6;13;24;25;25;19;27;30;27;20;20;27;25;27;27;30;29;24;25;27
29;27;24;19;15;14;12;14;22;22;22;29;32;30;29;25;24;20;22;20;20;22;20;24;27;26;30;31;24;27;29;22;15;18;18;12;6;4;6;15;4;2;2;2;2;1;21;16;3;4;4;19;27;20;27;25;19;18;12;19;27;19;13;13;11;2;2;6;19;22;13;24;25;15;14;19;22;25;20;15;11;6;4;13;30;27;25;29;30;27;20;27;27;27;29;27;29;29;24;19
