20;20;20;19;19;19;19;19;19;19;19;20;20;20;19;19;20;19;19;19;20;20;20;20;19;19;19;19;18;18;18;19;20;20;19;19;19;19;20;20;20;20;19;19;19;19;20;19;19;19;19;19;20;19;19;19;19;20;19;19;19;20;20;20;19;20;20;19;20;20;20;20;20;20;20;20;20;20;20;20;20;20;20;20;20
19;19;19;20;19;20;19;19;19;19;19;19;20;20;19;19;19;19;20;19;19;19;19;19;19;19;20;19;19;19;19;19;19;19;19;20;19;19;20;19;20;20;19;19;19;19;19;19;19;19;20;20;19;19;18;19;19;20;19;19;20;20;19;19;20;20;19;20;20;20;19;20;19;20;20;20;20;20;20;20;20;20;20;20;20
19;19;19;20;20;20;19;19;19;19;20;20;20;20;19;19;19;19;19;20;19;19;19;19;20;19;20;19;19;20;19;19;19;19;19;19;19;20;19;19;20;20;19;18;19;20;19;19;19;19;20;19;19;18;18;18;20;20;19;20;19;20;20;20;20;20;19;20;19;20;20;19;20;20;20;20;20;20;20;20;20;20;20;20;20
19;19;20;20;20;20;19;19;20;20;20;19;20;20;19;19;19;19;20;19;19;19;19;19;19;20;19;19;20;20;19;19;19;19;19;20;19;20;19;19;19;20;19;19;19;19;19;19;19;20;19;19;19;18;19;19;20;19;19;19;19;20;20;19;20;19;20;20;20;20;19;20;20;20;19;20;20;20;20;20;20;20;20;20;20
19;20;20;19;19;20;19;19;19;19;20;19;20;20;19;19;20;19;19;20;20;19;19;19;19;20;20;19;19;19;19;19;18;19;19;20;20;19;19;19;19;20;20;19;20;19;19;19;20;20;20;20;20;19;19;20;20;19;18;19;19;20;20;20;19;20;20;20;19;20;20;20;19;20;20;20;20;20;20;20;20;20;20;20;20
20;20;19;19;20;19;19;18;19;18;19;20;20;19;19;20;20;19;19;19;19;19;19;20;19;20;20;19;19;19;19;19;19;19;19;20;20;20;19;19;19;20;20;19;19;19;19;19;19;20;20;19;20;20;19;19;20;19;18;19;19;20;19;19;20;19;20;19;15;20;19;20;19;20;20;20;20;20;20;20;20;20;20;20;20
19;19;19;19;20;19;18;18;19;19;19;19;19;19;20;19;20;19;19;19;20;19;19;19;19;19;20;19;19;19;19;19;17;14;17;19;19;20;20;20;19;20;19;20;19;20;20;19;19;19;20;19;19;19;19;19;20;19;19;19;20;20;20;20;20;20;15;19;15;19;19;19;20;20;20;20;19;20;20;20;20;20;20;20;20
19;18;19;19;19;19;19;19;19;18;19;20;19;20;20;20;19;19;19;20;19;19;18;19;19;19;19;19;19;19;19;16;9;6;10;18;19;19;20;19;19;19;20;20;20;20;19;19;18;19;19;20;19;18;19;20;19;19;19;19;20;19;20;20;19;20;19;11;15;15;15;20;20;20;19;20;20;20;20;20;20;20;20;20;20
20;19;19;18;19;19;19;19;18;19;19;20;19;19;20;20;19;19;19;19;19;19;18;19;19;19;19;19;19;18;19;19;18;19;18;17;19;19;19;19;19;19;19;20;20;19;19;18;18;18;19;18;18;19;19;20;19;19;19;20;19;20;20;20;19;19;15;16;11;15;15;19;20;20;20;20;20;20;20;20;20;20;20;20;20
20;19;19;19;19;20;19;19;18;19;20;19;18;18;20;19;19;19;19;18;18;20;19;20;19;18;18;19;19;19;19;19;20;20;19;19;18;19;19;19;19;19;19;20;19;19;19;19;19;19;19;19;19;18;19;20;19;19;20;19;19;20;19;19;18;18;19;5;5;11;15;15;19;20;20;19;20;20;20;20;20;20;20;20;20
19;20;19;19;19;20;19;19;19;20;19;18;18;19;20;19;19;19;18;19;19;19;20;19;19;19;19;19;19;20;19;18;17;18;19;20;20;19;20;19;20;19;19;19;20;19;19;18;18;19;20;19;19;19;19;19;19;19;19;20;19;20;20;17;16;19;19;16;5;11;15;15;15;19;20;20;20;20;19;20;20;20;20;20;20
19;19;19;20;19;19;19;20;19;19;18;18;19;20;19;18;18;19;19;19;19;19;19;19;19;19;19;19;19;20;14;2;4;9;13;18;19;20;19;19;19;20;19;19;19;20;19;18;18;19;19;19;19;20;19;19;18;19;20;19;19;19;19;18;18;19;17;7;5;11;11;15;19;19;20;20;20;20;20;20;20;20;20;20;20
18;19;18;19;20;20;19;19;19;18;17;18;20;18;18;18;19;18;19;19;19;19;19;19;20;19;19;19;20;16;2;2;2;2;4;12;17;19;19;20;19;19;20;20;19;20;19;19;18;19;20;19;19;19;19;18;18;20;20;19;19;20;20;19;19;19;13;3;17;11;11;15;15;15;20;20;20;20;19;19;20;20;20;20;20
19;19;19;19;19;19;20;19;18;18;19;20;19;18;18;19;19;19;19;19;19;19;18;19;19;19;18;20;18;6;2;2;2;2;6;10;14;18;19;19;19;19;20;20;19;18;20;19;19;19;19;19;20;19;18;18;20;20;20;19;19;20;19;19;19;19;12;1;7;11;15;11;15;15;20;20;20;19;15;19;20;20;20;19;20
19;19;19;19;19;19;20;19;19;20;19;18;18;19;19;18;19;19;18;18;18;18;18;19;18;19;19;19;12;2;2;2;2;2;6;10;13;17;18;18;19;19;19;20;18;18;18;19;19;19;19;20;19;19;19;19;19;20;19;19;19;20;20;19;20;19;13;1;7;15;15;11;15;15;15;20;20;18;15;15;19;20;20;20;20
20;19;20;20;20;20;20;19;18;17;13;13;18;20;19;19;18;17;17;16;16;17;17;17;18;17;17;14;4;4;2;2;2;2;4;10;13;16;17;18;18;19;19;20;19;18;17;18;18;19;19;19;19;19;19;19;19;20;19;19;20;19;19;18;19;19;13;1;16;15;15;15;11;15;19;20;18;15;18;15;19;20;20;19;20
20;20;18;14;14;19;20;19;18;12;12;17;19;19;19;18;16;16;16;14;16;14;14;14;13;12;13;9;4;2;2;2;2;2;6;10;13;14;17;17;17;18;18;19;20;19;18;17;17;18;19;19;20;19;19;20;20;20;20;19;19;18;16;17;19;20;16;8;11;15;15;15;15;15;15;19;16;15;19;15;19;15;20;19;20
20;18;10;2;2;16;20;19;19;18;18;19;18;19;18;16;14;14;13;13;12;12;12;12;10;12;10;6;4;2;2;2;2;2;6;12;12;14;16;17;17;17;16;17;19;20;20;19;18;18;19;20;20;20;19;18;17;17;19;20;20;19;19;19;19;20;18;13;5;11;11;15;15;15;15;18;16;17;15;15;15;15;20;20;20
18;9;2;4;2;4;17;20;20;19;19;19;19;19;16;13;10;12;10;9;9;9;6;9;9;10;9;6;4;2;2;2;2;4;9;12;13;14;16;16;16;17;16;14;16;18;19;20;20;20;19;19;20;17;13;12;10;10;14;19;20;20;20;19;20;20;18;8;5;11;11;15;15;11;16;17;17;17;15;19;15;15;19;20;20
10;4;4;4;4;2;4;16;18;19;19;17;17;13;10;10;9;6;6;4;4;4;4;4;9;6;6;4;4;4;2;2;2;6;12;13;13;14;16;16;16;16;14;14;13;13;14;16;17;17;18;18;16;12;10;9;9;9;9;13;17;19;19;20;20;18;16;1;7;11;11;11;15;18;13;16;17;16;17;15;19;19;20;20;20
4;6;6;4;4;4;2;2;9;10;10;10;6;4;4;4;4;4;2;2;2;2;4;4;6;6;4;9;6;4;2;2;4;9;14;16;16;16;16;16;14;14;14;14;12;12;12;12;12;12;13;12;10;10;9;9;9;9;9;9;12;13;16;17;16;16;13;2;9;5;11;11;11;15;16;14;17;16;16;15;19;15;19;20;20
6;6;4;6;4;4;4;2;2;2;2;2;2;2;2;4;2;2;2;2;2;2;4;4;4;4;6;6;4;4;4;4;6;12;16;16;16;16;16;14;14;14;14;12;12;13;12;10;12;10;10;9;9;9;6;6;9;9;10;9;10;10;12;12;13;14;13;4;2;7;11;11;11;15;17;14;17;17;16;14;17;15;19;19;20
9;6;6;4;4;4;4;4;2;4;2;2;2;2;2;2;2;2;2;2;2;2;2;6;4;4;6;13;16;12;4;6;10;14;17;18;18;16;16;16;16;14;13;12;12;10;10;10;10;9;9;9;6;9;6;6;9;9;9;9;10;12;12;12;13;14;14;9;2;3;5;11;11;15;11;14;16;17;17;14;16;17;18;19;20
9;9;6;6;6;4;4;4;2;4;2;4;2;2;2;2;2;2;2;2;2;2;4;4;6;4;9;18;20;19;10;6;12;16;19;20;19;16;14;16;16;14;13;12;10;9;9;9;6;6;6;6;6;6;6;6;9;9;9;9;10;10;12;13;13;16;14;10;4;2;3;11;11;15;15;16;14;17;17;16;14;16;17;18;19
10;9;9;6;6;4;4;4;4;2;4;2;2;2;2;2;2;2;2;2;2;2;2;6;6;9;14;19;20;20;12;6;13;17;20;20;19;16;14;17;16;14;13;10;10;9;6;6;6;6;6;6;6;6;6;6;6;9;9;9;10;12;12;12;14;14;17;12;6;4;1;8;5;15;15;16;14;17;17;17;14;14;17;17;19
10;9;9;6;6;6;4;4;4;4;2;2;2;2;2;2;2;2;2;2;2;2;4;6;9;10;13;17;19;14;9;12;14;17;19;20;18;13;14;17;17;16;13;10;9;6;6;6;6;4;4;4;6;4;6;6;6;6;9;10;10;12;12;13;14;16;18;13;4;4;4;4;9;7;16;17;14;14;16;17;16;16;16;17;18
10;10;9;6;6;6;6;4;4;4;4;4;2;2;2;2;2;2;2;2;2;2;2;6;10;6;1;9;10;4;4;12;14;17;17;17;14;12;16;17;17;14;12;10;6;4;6;6;4;4;6;4;4;6;6;6;6;6;9;9;10;12;13;13;14;16;18;17;6;1;4;4;9;8;7;16;14;13;14;16;17;14;14;17;18
12;10;10;9;9;6;6;4;4;4;2;2;2;2;2;2;2;2;2;2;2;2;2;4;9;9;4;2;2;4;9;12;14;16;14;14;13;16;18;18;17;13;10;9;6;6;6;4;4;6;4;6;6;6;6;6;6;9;9;10;12;12;13;13;16;17;18;18;9;2;4;4;6;10;13;16;16;14;13;16;16;16;14;16;17
12;10;10;9;9;6;6;6;4;4;4;4;4;2;2;2;2;2;2;2;2;2;2;2;4;6;6;4;2;4;6;13;14;13;13;14;16;17;17;17;14;10;9;4;6;6;4;4;6;4;4;4;6;6;6;6;9;9;10;10;12;12;13;14;16;17;18;19;13;2;4;4;4;10;12;14;16;14;13;14;16;17;16;16;17
12;12;10;10;9;9;6;6;4;4;4;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;4;4;12;12;12;12;13;14;14;14;12;10;9;6;6;6;4;6;4;4;4;6;6;6;6;6;9;9;10;10;12;12;13;13;14;16;17;19;19;16;1;4;4;4;9;12;13;17;14;13;14;16;17;16;14;16
13;12;12;10;9;9;9;6;6;4;4;4;4;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;6;9;6;9;9;10;12;10;10;9;9;9;6;6;4;6;4;6;4;4;6;4;6;6;9;9;10;10;10;12;13;13;14;16;17;18;18;15;17;9;4;6;4;9;10;13;16;16;14;14;16;16;17;14;14
13;12;12;12;10;9;9;6;6;4;4;4;2;2;4;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;4;4;2;4;6;9;9;10;9;9;9;6;9;6;6;6;6;4;6;6;6;6;6;9;9;10;10;12;12;12;13;13;14;16;17;18;11;15;15;7;2;4;4;6;9;13;14;16;14;13;14;16;17;16;14
13;13;12;12;10;10;9;9;6;6;4;4;4;4;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;4;2;2;4;4;6;9;9;9;9;9;9;6;6;6;6;6;6;6;6;6;6;9;9;9;10;12;12;12;13;13;14;16;16;17;19;15;11;15;5;1;4;4;4;9;10;14;14;16;13;14;16;17;16;14
13;13;13;12;12;10;10;9;6;6;6;4;4;4;2;4;2;2;2;2;2;2;2;2;2;2;2;2;2;4;2;2;2;2;2;4;6;9;9;9;9;6;9;6;6;6;6;6;6;6;9;9;9;10;10;12;12;13;13;13;14;14;16;17;18;17;5;11;15;17;3;4;4;4;6;9;12;13;16;14;14;14;16;17;16
14;13;13;12;12;10;10;9;6;6;6;6;4;4;4;4;4;4;2;2;2;2;2;2;2;1;9;3;1;4;2;2;2;4;4;9;6;6;6;9;9;9;9;9;9;9;9;9;9;9;9;9;10;10;10;12;12;13;13;14;14;16;16;17;17;8;11;11;11;15;7;2;6;4;6;9;12;13;14;14;14;14;16;17;16
13;13;13;13;12;12;10;10;9;6;6;6;1;4;4;4;4;2;2;2;2;2;1;3;7;5;5;5;7;7;3;7;7;5;5;5;7;7;6;9;9;9;9;9;9;10;10;10;10;9;10;10;10;12;12;12;13;13;14;14;16;16;17;18;14;2;5;11;11;15;5;4;6;6;6;6;10;12;14;16;14;14;16;16;17
