30;30;30;30;30;30;30;30;30;30;30;30;30;30;30;30;30;30;30;30;30;30;30;30;30;30;30;29;30;29;30;30;30;29;29;29;29;30;29;29;29;30;30;29;29;30;30;29;29;30;29;28;28;28;28;28;27;28;28;28;28;28;28;28;28;28;28;28;29;28;28;29;29;29;29;29;29;29;30;30;30;30;30;29;29;30;30;30;30;30;30;30;30;30;30;30;30;30;30;30;30;29;30;30;29;30;29;30;30;30;30;30;30;30;29;30;30;30;30;30;30;30;30;29;30;30;30;30;30;30;30;30;30;30;30;30;30;30;30;30
30;30;30;30;30;30;30;30;30;30;30;30;30;30;30;30;30;30;30;30;30;30;30;30;30;29;29;29;29;29;30;29;29;29;29;29;29;29;29;29;29;29;29;28;28;28;28;28;28;27;26;26;26;26;26;26;26;27;27;26;25;26;26;26;27;26;26;27;27;27;27;28;27;27;28;27;27;28;28;28;28;28;28;28;28;28;29;29;29;29;29;29;29;30;29;29;29;29;30;29;29;30;30;30;29;29;30;29;30;30;29;30;30;29;30;30;29;30;30;30;30;30;30;29;30;29;30;30;30;30;30;30;30;30;30;30;30;30;30;30
30;30;30;30;30;30;30;30;30;30;30;30;30;30;30;30;30;30;30;30;30;30;29;29;29;29;29;29;29;29;29;29;29;29;29;30;29;29;29;29;29;28;28;28;27;26;26;26;26;26;26;26;26;26;26;26;26;26;26;26;24;26;25;26;27;26;26;26;27;27;27;27;26;26;26;26;25;26;27;27;27;26;26;26;27;27;27;27;28;28;28;28;28;28;28;28;28;28;29;29;29;29;29;30;29;29;29;30;29;29;29;29;29;30;29;30;30;30;30;30;30;30;29;30;29;29;29;29;29;29;30;30;30;30;30;30;30;30;30;30
30;30;30;30;30;30;30;30;30;30;30;30;30;30;30;30;30;29;30;29;30;29;30;29;29;29;29;29;29;29;29;29;29;29;29;29;29;28;29;29;27;27;27;26;26;26;26;26;26;26;26;26;25;25;24;24;24;24;24;24;24;24;24;24;25;24;25;24;24;24;24;24;25;26;24;25;24;24;26;25;26;24;25;26;26;26;26;26;26;26;26;27;27;28;27;28;27;28;27;28;28;28;28;28;29;29;29;30;29;29;30;29;30;29;30;29;30;30;30;30;30;30;29;30;29;29;29;29;30;29;30;29;30;30;30;30;30;30;30;30
30;30;30;30;30;30;30;30;30;30;30;30;30;30;30;30;29;30;29;29;29;29;29;29;29;29;29;29;29;29;29;29;29;29;29;28;27;27;27;27;26;26;26;26;24;24;25;26;24;24;24;24;24;23;23;24;25;23;23;24;23;24;23;23;24;23;24;23;24;23;24;23;23;24;23;24;24;23;24;24;24;24;24;24;26;24;26;24;25;24;26;26;26;26;27;27;27;26;26;26;24;27;27;27;27;27;28;29;28;28;29;29;29;29;29;30;29;29;29;29;30;29;30;29;30;30;30;30;30;30;30;29;30;30;30;30;30;30;30;30
30;30;30;30;30;30;30;30;30;30;30;30;30;30;30;30;29;29;29;29;29;29;29;29;29;29;29;29;29;29;28;28;28;28;27;27;26;26;27;26;26;26;27;26;25;24;24;23;23;23;23;24;23;23;23;23;24;23;23;23;23;23;22;22;23;23;22;23;22;23;24;23;23;24;23;24;23;23;24;23;23;23;23;23;23;24;24;24;24;24;24;24;24;24;24;24;24;24;25;24;26;26;27;26;26;26;27;28;27;27;28;28;29;29;29;29;29;29;30;29;30;29;29;29;30;29;30;30;30;30;29;30;29;30;30;30;30;30;30;30
30;30;30;30;30;30;30;30;30;30;30;30;30;30;29;30;29;30;29;29;30;29;29;29;29;29;29;30;28;28;28;28;28;27;26;26;26;26;26;26;27;26;26;25;24;24;23;23;24;23;23;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;21;23;20;21;23;22;22;22;22;23;22;22;22;22;22;23;23;22;22;23;23;23;23;22;22;23;23;23;23;23;23;24;23;23;24;26;24;26;26;26;26;26;26;26;26;27;27;27;27;28;28;29;29;29;30;29;29;29;29;29;30;29;29;30;29;30;29;30;29;29;29;30;30;30
30;30;30;30;30;30;30;30;30;30;30;30;29;30;29;29;29;29;29;29;29;30;30;29;29;29;29;29;28;27;27;27;27;27;27;26;26;24;25;25;24;24;24;23;23;23;23;23;23;22;22;22;22;22;22;22;22;22;22;22;21;21;21;21;21;21;21;20;20;20;20;21;20;20;21;21;21;21;20;20;21;21;21;21;22;22;23;23;22;22;22;22;23;23;23;22;22;23;23;24;25;23;24;24;24;23;24;24;26;24;26;26;27;26;27;26;27;28;28;29;29;29;29;30;29;29;29;30;30;30;29;29;29;29;29;30;29;30;29;30
30;30;30;30;30;30;30;30;30;30;30;30;29;30;29;29;29;29;30;29;29;29;30;29;28;28;28;28;28;27;26;26;26;26;26;26;25;24;25;25;23;23;24;23;22;23;22;22;22;21;21;21;21;21;21;20;21;21;20;20;20;20;20;20;18;20;20;18;20;18;18;18;20;18;18;19;18;20;20;18;20;20;20;20;20;21;21;22;21;22;23;22;22;21;22;22;23;23;22;22;23;22;23;23;23;23;23;23;24;23;24;24;26;26;26;26;27;27;27;28;28;28;28;29;29;29;29;29;29;29;29;30;29;30;29;29;30;29;29;29
30;30;30;30;30;30;30;30;30;30;29;30;29;29;30;29;30;29;29;29;29;29;29;29;28;28;28;28;27;27;26;24;26;26;26;26;24;25;25;25;24;23;23;23;22;22;21;20;22;22;21;21;20;20;18;18;18;18;17;18;17;18;17;18;17;19;17;18;17;19;18;19;18;17;19;18;17;18;18;19;18;18;18;20;20;20;20;20;20;21;20;21;21;21;22;21;22;21;21;21;21;22;22;23;23;23;23;23;23;23;23;24;24;24;24;26;26;26;26;26;27;28;28;28;30;29;30;29;29;29;29;29;29;29;29;30;29;29;29;30
30;30;30;30;30;30;30;30;29;30;29;29;29;29;29;29;29;29;29;28;29;29;28;28;28;28;27;26;26;26;25;26;26;26;24;25;25;25;23;25;23;23;22;22;20;20;20;19;18;17;18;17;17;17;17;17;19;18;18;18;20;20;21;21;23;23;24;24;27;27;27;26;24;24;24;23;23;23;22;21;20;20;20;20;18;18;18;18;17;18;18;18;18;18;20;18;20;21;20;21;21;22;22;21;22;22;23;23;23;23;22;23;23;23;24;24;25;24;26;26;27;26;28;28;29;29;29;29;30;30;29;29;29;29;29;29;29;29;30;29
30;30;30;30;30;30;30;30;30;29;29;29;29;29;30;29;29;28;28;28;28;28;27;27;27;26;26;26;26;26;24;26;24;24;24;23;24;23;22;22;22;21;20;19;19;18;20;20;22;22;23;24;27;26;26;26;24;23;22;22;18;18;17;16;16;15;15;14;15;14;12;12;15;15;15;15;15;15;16;16;17;18;18;20;21;22;23;24;27;26;26;26;26;24;23;21;20;18;18;20;20;21;20;20;21;21;22;22;22;21;21;22;22;23;23;24;24;24;25;25;26;26;26;27;28;28;28;29;29;29;30;29;29;29;29;30;29;29;30;29
30;30;30;30;30;30;30;29;29;29;30;30;30;29;29;29;29;28;28;28;28;27;27;27;26;24;24;26;26;26;24;25;23;24;23;22;22;23;22;21;20;21;23;26;27;27;27;27;26;24;21;18;17;16;15;14;12;11;9;6;6;4;3;3;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;3;4;4;6;9;9;12;12;15;17;18;18;21;24;26;28;27;28;27;24;20;20;20;20;21;22;21;20;21;20;21;21;22;23;22;22;23;23;24;24;26;26;26;26;26;27;28;27;28;28;29;30;30;30;29;30;29;30;29;30
30;30;30;30;30;30;30;29;30;29;29;29;29;28;29;30;28;27;27;27;27;26;27;27;26;26;27;26;24;25;24;24;23;23;23;22;22;21;20;21;26;28;27;24;21;17;15;12;9;6;4;3;1;1;1;1;1;1;1;1;1;1;1;3;3;3;3;3;3;4;6;4;3;3;3;1;1;3;1;1;1;1;1;1;1;1;1;1;1;1;1;3;3;9;11;14;16;21;21;27;28;23;18;18;20;20;22;21;21;21;20;21;21;22;21;21;22;22;23;24;24;24;24;26;27;26;26;28;28;28;28;28;30;30;29;29;29;30;29;30
