26;26;26;26;26;26;26;26;26;26;26;25;25;26;26;26;26;26;26;26;26;26;26;26;26;26;26;26;26;26;26;26;26;26;26;26;26;26;26;26;26;26;26;26;26;26;26;25;23;26;26;26;26;25;26;25;23;23;25;26;26;26;26;26;25;26;26;25;25;25;25;25;26;25;25;26;25;25;25;26;25;25;25;21;23;25;23;21;15;21;21;23;21;21
26;26;26;26;26;26;26;26;26;26;26;26;26;26;26;26;26;26;26;26;26;26;26;26;26;26;26;26;26;26;26;26;26;26;26;26;26;26;26;26;26;26;26;26;26;26;26;26;25;26;26;26;26;26;26;26;26;26;26;26;26;26;26;26;26;26;26;26;26;26;26;26;26;26;26;26;26;26;26;26;26;26;26;26;26;26;26;26;26;25;23;23;25;25
26;26;26;26;26;26;26;26;26;26;26;26;26;26;26;26;26;26;26;26;26;26;26;26;26;26;26;26;26;26;26;26;26;26;26;26;26;26;26;26;26;26;26;26;26;26;26;26;26;26;26;26;26;26;26;26;26;26;26;26;26;26;26;26;26;26;26;26;26;26;26;26;26;26;26;26;26;26;26;26;26;26;26;26;26;26;26;26;26;25;25;23;23;25
26;26;26;26;26;26;26;26;26;26;26;26;26;26;26;26;26;26;26;26;26;26;26;26;26;26;26;26;26;26;26;26;26;26;26;26;26;26;26;26;26;26;26;26;26;26;26;26;26;26;26;26;26;26;26;25;26;26;26;26;26;26;26;26;25;26;26;25;25;26;26;26;26;26;25;25;25;26;26;26;26;26;23;23;25;25;25;21;23;21;23;23;15;21
26;26;26;26;26;26;26;26;26;26;26;26;26;26;26;26;26;26;26;26;26;26;26;26;26;26;26;26;26;26;26;26;26;26;26;26;26;26;26;26;26;26;26;26;26;26;26;26;26;26;26;26;26;26;26;25;25;25;26;26;26;26;26;26;26;26;26;25;25;26;26;25;26;26;26;26;26;26;26;26;25;26;25;25;26;26;25;21;21;23;23;23;25;25
26;26;26;26;26;26;26;26;26;26;26;26;26;26;26;26;26;26;26;26;26;26;26;26;26;26;26;26;26;26;26;26;26;26;26;26;26;26;26;26;26;26;26;26;26;26;26;26;26;26;26;26;26;26;26;26;26;26;26;26;26;26;26;26;26;26;26;26;26;26;26;26;26;26;26;26;26;25;25;26;26;26;26;26;26;26;26;26;26;25;23;26;26;25
26;26;26;26;26;26;26;26;26;26;26;26;26;26;26;26;26;26;26;26;26;26;26;26;26;26;26;26;26;26;26;26;26;26;26;26;26;26;26;26;26;26;26;26;26;26;26;26;26;26;26;26;26;25;26;26;26;26;26;26;26;26;26;26;26;26;26;26;26;26;26;26;26;26;25;25;25;25;26;26;26;26;26;26;26;26;26;26;25;25;25;25;26;26
26;26;26;26;26;26;26;26;26;26;26;26;26;26;26;26;26;26;26;26;26;26;26;26;26;26;26;26;26;26;26;26;26;26;26;26;26;26;26;26;26;26;26;26;26;26;26;26;26;26;26;26;26;26;25;26;26;26;26;26;26;25;26;26;25;25;26;26;26;25;26;26;26;26;26;26;26;26;25;25;26;26;26;26;26;26;26;25;25;25;26;26;26;25
26;26;26;26;26;26;26;26;26;26;26;26;26;26;26;26;26;26;26;26;26;26;26;26;26;26;26;26;26;26;26;26;26;26;30;26;30;30;26;30;26;29;26;26;25;25;25;25;26;25;25;25;25;25;25;25;26;26;26;26;26;25;25;26;26;25;25;25;25;26;26;26;26;26;26;26;26;26;26;26;26;25;25;25;25;25;26;26;26;26;26;26;26;25
26;25;26;26;26;26;26;26;26;26;26;26;26;26;26;26;26;26;26;26;26;26;26;26;26;26;26;26;30;30;26;26;26;23;21;20;20;21;23;23;25;26;29;30;30;26;25;25;26;23;21;25;25;25;25;26;25;26;26;26;26;26;26;26;26;26;23;25;25;26;26;26;26;26;26;26;26;26;26;26;25;25;25;25;25;25;25;26;26;26;26;26;26;25
26;26;26;26;26;26;26;26;26;26;26;26;26;26;26;26;26;26;26;26;26;26;26;26;26;26;30;29;25;15;9;3;1;1;1;1;1;1;1;1;1;3;10;12;16;21;26;26;26;30;26;26;26;25;25;25;26;26;26;25;26;25;26;26;25;26;25;25;26;26;26;26;25;26;26;26;26;26;26;26;26;25;25;25;26;26;26;26;26;26;26;26;26;25
26;26;26;26;26;26;26;26;26;26;26;26;26;26;26;26;26;26;26;26;26;26;26;30;30;25;16;3;1;1;1;1;3;1;1;1;1;1;1;1;1;1;1;3;1;1;8;8;5;5;15;25;25;26;26;26;25;25;26;26;26;26;26;26;26;25;26;26;26;26;26;25;26;26;26;25;26;26;26;26;26;25;26;25;25;26;26;25;25;25;25;25;26;25
25;26;26;26;26;26;26;26;26;26;26;26;26;26;26;26;26;26;26;26;26;30;29;20;9;1;1;1;3;7;8;4;3;3;3;3;1;3;1;1;1;19;20;1;1;1;8;5;1;1;1;1;4;5;15;25;26;26;25;25;26;25;26;25;26;25;26;26;26;26;26;26;26;26;25;26;26;26;25;25;26;26;26;26;26;25;25;25;25;25;23;21;25;25
26;26;25;26;26;26;26;26;26;26;26;26;26;26;26;26;26;26;26;30;30;25;9;1;1;4;4;4;7;3;3;5;4;4;4;3;3;3;3;3;1;1;16;24;8;1;1;16;8;1;1;1;1;1;1;1;10;25;26;26;25;23;26;26;26;26;26;26;25;25;26;25;26;25;25;26;26;26;25;23;23;25;25;25;26;26;26;26;26;26;21;21;25;25
25;26;26;25;26;26;26;26;26;26;26;26;26;26;26;26;26;26;30;26;20;9;5;8;9;7;7;3;3;7;7;8;7;4;4;3;3;1;1;3;5;1;3;5;5;1;8;3;5;8;1;4;5;1;1;1;1;1;10;23;26;25;25;25;26;25;26;26;26;25;23;25;25;25;25;26;26;26;26;26;23;25;23;25;23;26;26;26;26;26;20;21;25;26
25;26;25;26;26;25;26;26;26;26;26;26;26;26;29;26;30;29;21;5;4;3;7;11;11;8;7;9;14;8;8;7;7;4;4;4;3;1;3;1;1;1;4;25;16;1;9;10;1;3;21;4;1;3;1;1;1;1;1;1;8;21;26;26;25;25;26;26;26;26;26;26;25;23;23;26;25;26;26;26;26;23;23;25;25;26;25;25;25;25;23;21;26;26
25;25;26;25;26;26;28;26;26;26;26;26;26;26;26;30;25;15;19;5;3;8;7;7;5;7;7;11;13;17;11;8;11;9;7;5;4;3;3;3;1;3;1;3;23;5;1;15;4;1;3;23;3;1;4;1;1;3;1;1;1;1;6;25;30;26;26;25;26;26;26;26;25;25;26;25;25;25;25;25;23;25;26;26;26;25;26;25;23;23;25;25;21;25
25;26;25;25;26;25;26;25;26;28;26;26;26;29;30;25;15;24;30;29;24;27;24;23;27;22;17;11;11;17;11;11;8;7;7;7;5;3;3;3;1;3;3;1;1;1;1;8;23;3;1;1;8;1;1;1;4;1;1;1;1;1;1;1;10;26;30;26;25;26;26;26;26;26;25;25;26;25;21;25;25;25;26;25;25;25;23;25;26;25;26;26;21;21
25;25;25;25;25;26;25;26;25;26;26;26;26;29;23;13;11;19;24;28;29;30;28;24;22;19;18;14;17;16;11;8;8;8;7;7;8;5;1;3;3;1;3;3;9;1;1;10;8;5;1;1;1;1;1;3;13;1;1;1;1;1;1;1;1;4;15;26;26;25;25;25;26;26;26;26;26;23;20;25;25;26;25;25;26;25;25;25;25;26;26;26;26;25
